file	timeline	offset	time	opcode	size	mask	payload
ecldata1.ecl	0	42360	2580	1	32	255	0d0000000000c843000000421400000000000000f4010000
ecldata1.ecl	0	42392	2585	0	32	255	0d000000000080c1000000431400000000000000f4010000
ecldata1.ecl	0	42424	2590	1	32	255	0d0000000000c843000080421400000000000000f4010000
ecldata1.ecl	0	42456	2595	1	32	255	0d0000000000c8430000a04214000000fefffffff4010000
ecldata1.ecl	0	42488	2600	1	32	255	0d0000000000c843000000421400000000000000f4010000
ecldata1.ecl	0	42520	2605	1	32	255	0d0000000000c8430000004314000000fefffffff4010000
ecldata1.ecl	0	42552	2610	0	32	255	0d000000000080c1000080421400000000000000f4010000
ecldata1.ecl	0	42584	2615	1	32	255	0d0000000000c8430000a04214000000fefffffff4010000
ecldata1.ecl	0	42616	2620	0	32	255	0d000000000080c1000000421400000000000000f4010000
ecldata1.ecl	0	42648	2625	1	32	255	0d0000000000c8430000a0421400000000000000f4010000
ecldata1.ecl	0	42680	2630	0	32	255	0d000000000080c1000000421400000000000000f4010000
ecldata1.ecl	0	42712	2630	0	32	243	010000000000a042000080c1c800000001000000f4010000
ecldata1.ecl	0	42744	2630	1	32	243	0300000000009843000080c1c800000001000000f4010000
ecldata1.ecl	0	42776	2630	0	32	252	050000000000a042000080c1c800000001000000f4010000
ecldata1.ecl	0	42808	2630	1	32	252	0b00000000009843000080c1c800000001000000f4010000
ecldata1.ecl	0	42840	2635	0	32	255	0d000000000080c1000000431400000000000000f4010000
ecldata1.ecl	0	42872	2640	0	32	255	0d000000000080c1000080421400000000000000f4010000
ecldata1.ecl	0	42904	2645	0	32	255	0d000000000080c10000a04214000000fefffffff4010000
ecldata1.ecl	0	42936	2650	1	32	255	0d0000000000c8430000004214000000fefffffff4010000
ecldata1.ecl	0	42968	2655	0	32	255	0d000000000080c1000000431400000000000000f4010000
ecldata1.ecl	0	43000	2660	1	32	255	0d0000000000c843000080421400000000000000f4010000
ecldata1.ecl	0	43032	2665	0	32	255	0d000000000080c10000a0421400000000000000f4010000
ecldata1.ecl	0	43064	2670	1	32	255	0d0000000000c843000000421400000000000000f4010000
ecldata1.ecl	0	43096	2675	0	32	255	0d000000000080c1000080421400000000000000f4010000
ecldata1.ecl	0	43128	2680	0	32	255	0d000000000080c10000a04214000000fefffffff4010000
ecldata1.ecl	0	43160	2685	1	32	255	0d0000000000c8430000004214000000fefffffff4010000
ecldata1.ecl	0	43192	2690	0	32	255	0d000000000080c1000080421400000000000000f4010000
ecldata1.ecl	0	43224	2695	0	32	255	0d000000000080c10000a04214000000fefffffff4010000
ecldata1.ecl	0	43256	2700	1	32	255	0d0000000000c8430000004214000000fefffffff4010000
ecldata1.ecl	0	43288	2705	0	32	255	0d000000000080c1000080421400000000000000f4010000
ecldata1.ecl	0	43320	2710	0	32	255	0d000000000080c10000a04214000000fefffffff4010000
ecldata1.ecl	0	43352	2715	1	32	255	0d0000000000c8430000004214000000fefffffff4010000
ecldata1.ecl	0	43384	2720	0	32	255	0d000000000080c10000344314000000fefffffff4010000
ecldata1.ecl	0	43416	2725	1	32	255	0d0000000000c8430000044314000000fefffffff4010000
ecldata1.ecl	0	43448	2730	0	32	255	0d000000000080c1000024431400000000000000f4010000
ecldata1.ecl	0	43480	2735	0	32	255	0d000000000080c10000a04214000000fefffffff4010000
ecldata1.ecl	0	43512	2740	1	32	255	0d0000000000c8430000044314000000fefffffff4010000
ecldata1.ecl	0	43544	2745	0	32	255	0d000000000080c1000080421400000000000000f4010000
ecldata1.ecl	0	43576	2750	0	32	255	0d000000000080c10000344314000000fefffffff4010000
ecldata1.ecl	0	43608	2755	1	32	255	0d0000000000c8430000004214000000fefffffff4010000
ecldata1.ecl	0	43640	2760	0	32	255	0d000000000080c10000344314000000fefffffff4010000
ecldata1.ecl	0	43672	2765	1	32	255	0d0000000000c8430000044314000000fefffffff4010000
ecldata1.ecl	0	43704	2770	0	32	255	0d000000000080c1000080421400000000000000f4010000
ecldata1.ecl	0	43736	2775	0	32	255	0d000000000080c10000164314000000fefffffff4010000
ecldata1.ecl	0	43768	2780	1	32	255	0d0000000000c8430000e04214000000fefffffff4010000
ecldata1.ecl	0	43800	2785	0	32	255	0d000000000080c10000c0421400000000000000f4010000
ecldata1.ecl	0	43832	2790	0	32	255	0d000000000080c10000204314000000fefffffff4010000
ecldata1.ecl	0	43864	2795	1	32	255	0d0000000000c8430000004314000000fefffffff4010000
ecldata1.ecl	0	43896	2935	0	32	255	0f00000000004043000080c160ea0000feffffffa0860100
ecldata1.ecl	0	43928	2935	10	12	255	00000000
ecldata1.ecl	0	43940	2935	14	12	255	01000000
ecldata1.ecl	0	43952	2935	0	32	255	050000000000a042000080c12c01000001000000f4010000
ecldata1.ecl	0	43984	3035	1	32	255	0300000000009843000080c19001000001000000f4010000
ecldata1.ecl	0	44016	3335	0	32	255	030000000000a042000080c12c01000001000000f4010000
ecldata1.ecl	0	44048	3435	1	32	255	0500000000009843000080c19001000001000000f4010000
ecldata1.ecl	0	44080	3735	0	32	255	050000000000a042000080c12c01000001000000f4010000
ecldata1.ecl	0	44112	3735	1	32	255	0b00000000009843000080c19001000001000000f4010000
ecldata1.ecl	0	44144	4175	6	12	255	00000000
ecldata1.ecl	0	44156	4175	7	8	255	
ecldata1.ecl	0	44164	4175	0	32	255	1900000000004043000080c160ea0000feffffffa0860100
ecldata1.ecl	0	44196	4176	7	8	255	
ecldata1.ecl	0	44204	4176	8	16	255	0000000001000000
ecldata1.ecl	0	44220	4176	7	8	255	
ecldata1.ecl	0	44228	4176	10	12	255	00000000
ecldata1.ecl	0	44240	4176	0	32	254	25000000000040430000004360ea0000feffffffa0860100
ecldata1.ecl	0	44272	4177	10	12	254	00000000
ecldata1.ecl	0	44284	4177	6	12	255	01000000
ecldata1.ecl	1	44312	20	13	12	255	01000000
ecldata1.ecl	1	44324	120	0	32	255	000000000000a243000080c11400000000000000e8030000
ecldata1.ecl	1	44356	130	0	32	255	0000000000009343000080c11400000000000000e8030000
ecldata1.ecl	1	44388	140	0	32	255	000000000000ac43000080c11400000000000000e8030000
ecldata1.ecl	1	44420	150	0	32	255	0000000000009d43000080c11400000000000000e8030000
ecldata1.ecl	1	44452	160	0	32	255	0000000000008e43000080c11400000000000000e8030000
ecldata1.ecl	1	44484	170	0	32	255	000000000000b143000080c11400000000000000e8030000
ecldata1.ecl	1	44516	180	0	32	255	000000000000a243000080c11400000000000000e8030000
ecldata1.ecl	1	44548	190	0	32	255	0000000000009343000080c11400000001000000e8030000
ecldata1.ecl	1	44580	200	0	32	255	000000000000ac43000080c11400000001000000e8030000
ecldata1.ecl	1	44612	210	0	32	255	0000000000009d43000080c11400000001000000e8030000
ecldata1.ecl	1	44644	220	0	32	255	0000000000008e43000080c11400000001000000e8030000
ecldata1.ecl	1	44676	320	0	32	255	000000000000f041000080c11400000000000000e8030000
ecldata1.ecl	1	44708	330	0	32	255	0000000000007042000080c11400000000000000e8030000
ecldata1.ecl	1	44740	340	0	32	255	000000000000b442000080c11400000000000000e8030000
ecldata1.ecl	1	44772	350	0	32	255	0000000000002042000080c11400000000000000e8030000
ecldata1.ecl	1	44804	360	0	32	255	0000000000008c42000080c11400000000000000e8030000
ecldata1.ecl	1	44836	370	0	32	255	000000000000c842000080c11400000000000000e8030000
ecldata1.ecl	1	44868	380	0	32	255	000000000000f041000080c11400000000000000e8030000
ecldata1.ecl	1	44900	390	0	32	255	0000000000007042000080c11400000000000000e8030000
ecldata1.ecl	1	44932	400	0	32	255	000000000000b442000080c11400000001000000e8030000
ecldata1.ecl	1	44964	410	0	32	255	0000000000002042000080c11400000001000000e8030000
ecldata1.ecl	1	44996	420	0	32	255	0000000000008c42000080c11400000001000000e8030000
ecldata1.ecl	1	45028	430	0	32	255	000000000000c842000080c11400000001000000e8030000
ecldata1.ecl	1	45060	530	0	32	255	000000000000b143000080c11400000000000000e8030000
ecldata1.ecl	1	45092	540	0	32	255	0000000000007042000080c11400000000000000e8030000
ecldata1.ecl	1	45124	550	0	32	255	0000000000009343000080c11400000000000000e8030000
ecldata1.ecl	1	45156	560	0	32	255	0000000000002042000080c11400000000000000e8030000
ecldata1.ecl	1	45188	570	0	32	255	0000000000009d43000080c114000000feffffffe8030000
ecldata1.ecl	1	45220	580	0	32	255	000000000000c842000080c114000000feffffffe8030000
ecldata1.ecl	1	45252	590	0	32	255	000000000000b143000080c114000000feffffffe8030000
ecldata1.ecl	1	45284	600	0	32	255	0000000000007042000080c114000000feffffffe8030000
ecldata1.ecl	1	45316	610	0	32	255	0000000000009343000080c114000000feffffffe8030000
ecldata1.ecl	1	45348	620	0	32	255	0000000000002042000080c114000000feffffffe8030000
ecldata1.ecl	1	45380	630	0	32	255	0000000000009d43000080c11400000001000000e8030000
ecldata1.ecl	1	45412	640	0	32	255	0000000000008e43000080c11400000001000000e8030000
ecldata1.ecl	1	45444	740	0	32	255	000000000000b143000080c11400000000000000e8030000
ecldata1.ecl	1	45476	750	0	32	255	0000000000007042000080c11400000000000000e8030000
ecldata1.ecl	1	45508	760	0	32	255	0000000000009343000080c11400000000000000e8030000
ecldata1.ecl	1	45540	770	0	32	255	0000000000002042000080c11400000000000000e8030000
ecldata1.ecl	1	45572	780	0	32	255	0000000000009d43000080c114000000feffffffe8030000
ecldata1.ecl	1	45604	790	0	32	255	000000000000c842000080c114000000feffffffe8030000
ecldata1.ecl	1	45636	800	0	32	255	000000000000b143000080c114000000feffffffe8030000
ecldata1.ecl	1	45668	810	0	32	255	0000000000007042000080c114000000feffffffe8030000
ecldata1.ecl	1	45700	820	0	32	255	0000000000009343000080c114000000feffffffe8030000
ecldata1.ecl	1	45732	830	0	32	255	0000000000002042000080c114000000feffffffe8030000
ecldata1.ecl	1	45764	840	0	32	255	0000000000009d43000080c11400000001000000e8030000
ecldata1.ecl	1	45796	850	0	32	255	0000000000008e43000080c11400000001000000e8030000
ecldata1sp.ecl	0	39684	1	0	32	255	000000000000f041000080c114000000feffffffe8030000
ecldata1sp.ecl	0	39716	30	0	32	255	2a0000000000f041000080c114000000feffffffe8030000
ecldata1sp.ecl	0	39748	30	10	12	255	00000000
ecldata1sp.ecl	0	39760	60	16	8	255	
ecldata2.ecl	0	41332	1	0	32	255	100000000000f041000080c114000000feffffffe8030000
ecldata2.ecl	0	41364	460	1	32	255	010000000000c843000020430a00000000000000e8030000
ecldata2.ecl	0	41396	470	1	32	255	010000000000c843000020430a00000000000000e8030000
ecldata2.ecl	0	41428	480	1	32	255	010000000000c843000020430a00000000000000e8030000
ecldata2.ecl	0	41460	490	1	32	255	010000000000c843000020430a00000000000000e8030000
ecldata2.ecl	0	41492	500	1	32	255	010000000000c843000020430a00000000000000e8030000
ecldata2.ecl	0	41524	510	1	32	255	010000000000c843000020430a00000000000000e8030000
ecldata2.ecl	0	41556	520	1	32	255	010000000000c843000020430a00000000000000e8030000
ecldata2.ecl	0	41588	530	1	32	255	010000000000c843000020430a00000001000000e8030000
ecldata2.ecl	0	41620	540	1	32	255	010000000000c843000020430a00000001000000e8030000
ecldata2.ecl	0	41652	540	14	12	255	00000000
ecldata2.ecl	0	41664	550	13	12	255	00000000
ecldata2.ecl	0	41676	550	1	32	255	010000000000f043000020430a00000000000000e8030000
ecldata2.ecl	0	41708	560	1	32	255	010000000000f043000020430a00000000000000e8030000
ecldata2.ecl	0	41740	570	1	32	255	010000000000f043000020430a00000000000000e8030000
ecldata2.ecl	0	41772	580	1	32	255	010000000000f043000020430a00000000000000e8030000
ecldata2.ecl	0	41804	590	1	32	255	010000000000f043000020430a00000000000000e8030000
ecldata2.ecl	0	41836	600	1	32	255	010000000000f043000020430a00000000000000e8030000
ecldata2.ecl	0	41868	610	1	32	255	010000000000f043000020430a00000001000000e8030000
ecldata2.ecl	0	41900	620	1	32	255	010000000000f043000020430a00000001000000e8030000
ecldata2.ecl	0	41932	630	1	32	255	010000000000f043000020430a00000001000000e8030000
ecldata2.ecl	0	41964	630	14	12	255	00000000
ecldata2.ecl	0	41976	640	13	12	255	00000000
ecldata2.ecl	0	41988	640	1	32	255	0300000000009043000080c10a00000000000000e8030000
ecldata2.ecl	0	42020	650	1	32	255	0300000000009043000080c10a00000000000000e8030000
ecldata2.ecl	0	42052	660	1	32	255	0300000000009043000080c10a00000000000000e8030000
ecldata2.ecl	0	42084	670	1	32	255	0300000000009043000080c10a00000000000000e8030000
ecldata2.ecl	0	42116	680	1	32	255	0300000000009043000080c10a00000000000000e8030000
ecldata2.ecl	0	42148	690	1	32	255	0300000000009043000080c10a00000000000000e8030000
ecldata2.ecl	0	42180	700	1	32	255	0300000000009043000080c10a00000001000000e8030000
ecldata2.ecl	0	42212	710	1	32	255	0300000000009043000080c10a00000001000000e8030000
ecldata2.ecl	0	42244	720	1	32	255	0300000000009043000080c10a00000001000000e8030000
ecldata2.ecl	0	42276	720	14	12	255	00000000
ecldata2.ecl	0	42288	730	13	12	255	00000000
ecldata2.ecl	0	42300	730	1	32	255	020000000000f043000020430a00000000000000e8030000
ecldata2.ecl	0	42332	740	1	32	255	020000000000f043000020430a00000000000000e8030000
ecldata2.ecl	0	42364	750	1	32	255	020000000000f043000020430a00000000000000e8030000
ecldata2.ecl	0	42396	760	1	32	255	020000000000f043000020430a00000000000000e8030000
ecldata2.ecl	0	42428	770	1	32	255	020000000000f043000020430a00000000000000e8030000
ecldata2.ecl	0	42460	780	1	32	255	020000000000f043000020430a00000000000000e8030000
ecldata2.ecl	0	42492	790	1	32	255	020000000000f043000020430a00000001000000e8030000
ecldata2.ecl	0	42524	800	1	32	255	020000000000f043000020430a00000001000000e8030000
ecldata2.ecl	0	42556	810	1	32	255	020000000000f043000020430a00000001000000e8030000
ecldata2.ecl	0	42588	810	14	12	255	00000000
ecldata2.ecl	0	42600	820	13	12	255	00000000
ecldata2.ecl	0	42612	820	1	32	255	010000000000c843000020430a00000000000000e8030000
ecldata2.ecl	0	42644	830	1	32	255	010000000000c843000020430a00000000000000e8030000
ecldata2.ecl	0	42676	840	1	32	255	010000000000c843000020430a00000000000000e8030000
ecldata2.ecl	0	42708	850	1	32	255	010000000000c843000020430a00000000000000e8030000
ecldata2.ecl	0	42740	860	1	32	255	010000000000c843000020430a00000000000000e8030000
ecldata2.ecl	0	42772	870	1	32	255	010000000000c843000020430a00000000000000e8030000
ecldata2.ecl	0	42804	880	1	32	255	010000000000c843000020430a00000000000000e8030000
ecldata2.ecl	0	42836	890	1	32	255	010000000000c843000020430a00000001000000e8030000
ecldata2.ecl	0	42868	900	1	32	255	010000000000c843000020430a00000001000000e8030000
ecldata2.ecl	0	42900	900	14	12	255	00000000
ecldata2.ecl	0	42912	910	13	12	255	00000000
ecldata2.ecl	0	42924	910	1	32	255	0300000000009043000080c10a00000000000000e8030000
ecldata2.ecl	0	42956	920	1	32	255	0300000000009043000080c10a00000000000000e8030000
ecldata2.ecl	0	42988	930	1	32	255	0300000000009043000080c10a00000000000000e8030000
ecldata2.ecl	0	43020	940	1	32	255	0300000000009043000080c10a00000000000000e8030000
ecldata2.ecl	0	43052	950	1	32	255	0300000000009043000080c10a00000000000000e8030000
ecldata2.ecl	0	43084	960	1	32	255	0300000000009043000080c10a00000000000000e8030000
ecldata2.ecl	0	43116	970	1	32	255	0300000000009043000080c10a00000001000000e8030000
ecldata2.ecl	0	43148	980	1	32	255	0300000000009043000080c10a00000001000000e8030000
ecldata2.ecl	0	43180	990	1	32	255	0300000000009043000080c10a00000001000000e8030000
ecldata2.ecl	0	43212	990	14	12	255	00000000
ecldata2.ecl	0	43224	1050	0	32	255	0700000000004043000080c1e803000003000000e8030000
ecldata2.ecl	0	43256	1150	1	32	255	010000000000c843000020430a000000feffffffe8030000
ecldata2.ecl	0	43288	1160	1	32	255	010000000000c843000020430a000000feffffffe8030000
ecldata2.ecl	0	43320	1170	1	32	255	010000000000c843000020430a000000feffffffe8030000
ecldata2.ecl	0	43352	1180	1	32	255	010000000000c843000020430a000000feffffffe8030000
ecldata2.ecl	0	43384	1190	1	32	255	010000000000c843000020430a000000feffffffe8030000
ecldata2.ecl	0	43416	1200	1	32	255	010000000000c843000020430a000000feffffffe8030000
ecldata2.ecl	0	43448	1210	1	32	255	010000000000c843000020430a000000feffffffe8030000
ecldata2.ecl	0	43480	1220	1	32	255	010000000000c843000020430a00000000000000e8030000
ecldata2.ecl	0	43512	1230	1	32	255	010000000000c843000020430a00000000000000e8030000
ecldata2.ecl	0	43544	1290	0	32	255	01000000000080c1000020430a000000feffffffe8030000
ecldata2.ecl	0	43576	1300	0	32	255	01000000000080c1000020430a000000feffffffe8030000
ecldata2.ecl	0	43608	1310	0	32	255	01000000000080c1000020430a000000feffffffe8030000
ecldata2.ecl	0	43640	1320	0	32	255	01000000000080c1000020430a000000feffffffe8030000
ecldata2.ecl	0	43672	1330	0	32	255	01000000000080c1000020430a000000feffffffe8030000
ecldata2.ecl	0	43704	1340	0	32	255	01000000000080c1000020430a000000feffffffe8030000
ecldata2.ecl	0	43736	1350	0	32	255	01000000000080c1000020430a000000feffffffe8030000
ecldata2.ecl	0	43768	1360	0	32	255	01000000000080c1000020430a00000000000000e8030000
ecldata2.ecl	0	43800	1370	0	32	255	01000000000080c1000020430a00000000000000e8030000
ecldata2.ecl	0	43832	1370	0	32	255	0b00000000008043000080c1e803000000000000e8030000
ecldata2.ecl	0	43864	1430	1	32	255	010000000000c843000020430a000000feffffffe8030000
ecldata2.ecl	0	43896	1440	1	32	255	010000000000c843000020430a000000feffffffe8030000
ecldata2.ecl	0	43928	1450	1	32	255	010000000000c843000020430a000000feffffffe8030000
ecldata2.ecl	0	43960	1460	1	32	255	010000000000c843000020430a000000feffffffe8030000
ecldata2.ecl	0	43992	1470	1	32	255	010000000000c843000020430a000000feffffffe8030000
ecldata2.ecl	0	44024	1480	1	32	255	010000000000c843000020430a000000feffffffe8030000
ecldata2.ecl	0	44056	1490	1	32	255	010000000000c843000020430a000000feffffffe8030000
ecldata2.ecl	0	44088	1500	1	32	255	010000000000c843000020430a00000000000000e8030000
ecldata2.ecl	0	44120	1510	1	32	255	010000000000c843000020430a00000000000000e8030000
ecldata2.ecl	0	44152	1510	0	32	255	0b0000000000a043000080c19001000001000000e8030000
ecldata2.ecl	0	44184	1570	0	32	255	01000000000080c1000020430a000000feffffffe8030000
ecldata2.ecl	0	44216	1580	0	32	255	01000000000080c1000020430a000000feffffffe8030000
ecldata2.ecl	0	44248	1590	0	32	255	01000000000080c1000020430a000000feffffffe8030000
ecldata2.ecl	0	44280	1600	0	32	255	01000000000080c1000020430a000000feffffffe8030000
ecldata2.ecl	0	44312	1610	0	32	255	01000000000080c1000020430a000000feffffffe8030000
ecldata2.ecl	0	44344	1620	0	32	255	01000000000080c1000020430a000000feffffffe8030000
ecldata2.ecl	0	44376	1630	0	32	255	01000000000080c1000020430a000000feffffffe8030000
ecldata2.ecl	0	44408	1640	0	32	255	01000000000080c1000020430a00000000000000e8030000
ecldata2.ecl	0	44440	1650	0	32	255	01000000000080c1000020430a00000000000000e8030000
ecldata2.ecl	0	44472	1650	0	32	255	0b00000000008042000080c1f401000001000000e8030000
ecldata2.ecl	0	44504	1710	1	32	255	010000000000c843000020430a000000feffffffe8030000
ecldata2.ecl	0	44536	1720	1	32	255	010000000000c843000020430a000000feffffffe8030000
ecldata2.ecl	0	44568	1730	1	32	255	010000000000c843000020430a000000feffffffe8030000
ecldata2.ecl	0	44600	1740	1	32	255	010000000000c843000020430a000000feffffffe8030000
ecldata2.ecl	0	44632	1750	1	32	255	010000000000c843000020430a000000feffffffe8030000
ecldata2.ecl	0	44664	1760	1	32	255	010000000000c843000020430a000000feffffffe8030000
ecldata2.ecl	0	44696	1770	1	32	255	010000000000c843000020430a000000feffffffe8030000
ecldata2.ecl	0	44728	1780	1	32	255	010000000000c843000020430a00000000000000e8030000
ecldata2.ecl	0	44760	1790	1	32	255	010000000000c843000020430a00000000000000e8030000
ecldata2.ecl	0	44792	1790	0	32	255	0b0000000000a043000080c19001000001000000e8030000
ecldata2.ecl	0	44824	1850	0	32	255	01000000000080c1000020430a000000feffffffe8030000
ecldata2.ecl	0	44856	1860	0	32	255	01000000000080c1000020430a000000feffffffe8030000
ecldata2.ecl	0	44888	1870	0	32	255	01000000000080c1000020430a000000feffffffe8030000
ecldata2.ecl	0	44920	1880	0	32	255	01000000000080c1000020430a000000feffffffe8030000
ecldata2.ecl	0	44952	1890	0	32	255	01000000000080c1000020430a000000feffffffe8030000
ecldata2.ecl	0	44984	1900	0	32	255	01000000000080c1000020430a000000feffffffe8030000
ecldata2.ecl	0	45016	1910	0	32	255	01000000000080c1000020430a000000feffffffe8030000
ecldata2.ecl	0	45048	1920	0	32	255	01000000000080c1000020430a00000000000000e8030000
ecldata2.ecl	0	45080	1930	0	32	255	01000000000080c1000020430a00000000000000e8030000
ecldata2.ecl	0	45112	1930	0	32	255	0b00000000008042000080c1f401000001000000e8030000
ecldata2.ecl	0	45144	1990	1	32	255	010000000000c843000020430a000000feffffffe8030000
ecldata2.ecl	0	45176	2000	1	32	255	010000000000c843000020430a000000feffffffe8030000
