file	offset	time	opcode	payload_size	word0	word1	word2
stage2.std	5796	300	2	12	100	0	0
stage2.std	5816	300	1	12	4278190112	1140457472	1145569280
stage2.std	5836	490	6	12	100	4	0
stage2.std	5856	490	5	12	0	1132724224	3284664320
stage2.std	5876	590	6	12	4500	0	0
stage2.std	5896	590	5	12	0	1172504576	3284664320
stage2.std	5916	3790	2	12	100	0	0
stage2.std	5936	3790	1	12	4286599248	1128792064	1145569280
stage2.std	5956	3920	2	12	60	0	0
stage2.std	5976	3920	1	12	4281335808	1140457472	1145569280
stage2.std	5996	5090	6	12	400	1	0
stage2.std	6016	5090	5	12	0	1173118976	3284664320
stage2.std	6036	5490	6	12	400	4	0
stage2.std	6056	5490	5	12	0	1173323776	3284664320
stage2.std	6076	5490	2	12	400	0	0
stage2.std	6096	5490	1	12	4278190112	1140457472	1145569280
stage2.std	6116	5890	6	12	512	0	0
stage2.std	6136	5890	5	12	0	1173848064	3284664320
stage2.std	6156	5890	5	12	0	1173848064	3284664320
stage2.std	6176	5890	6	12	1024	0	0
stage2.std	6196	5890	5	12	0	1174650880	3284664320
stage2.std	6216	5890	8	12	300	0	0
stage2.std	6236	5890	7	12	3253731328	1133903872	1132593152
stage2.std	6256	6402	8	12	300	0	0
stage2.std	6276	6402	7	12	1106247680	1133903872	1132593152
stage2.std	6296	6914	4	12	29	5890	0
stage2_s.std	5576	0	9	12	0	1065353216	0
stage2_s.std	5596	0	11	12	1057360530	0	0
stage2_s.std	5616	0	0	12	0	0	0
stage2_s.std	5636	0	13	12	4282400864	0	0
stage2_s.std	5656	0	5	12	0	1173848064	3284664320
stage2_s.std	5676	0	7	12	0	1133903872	1132593152
stage2_s.std	5696	0	1	12	4278190112	1140457472	1145569280
stage2_s.std	5716	0	5	12	0	1173848064	3284664320
stage2_s.std	5736	0	6	12	1024	0	0
stage2_s.std	5756	0	5	12	0	1174650880	3284664320
stage2_s.std	5776	0	8	12	300	0	0
stage2_s.std	5796	0	7	12	3253731328	1133903872	1132593152
stage2_s.std	5816	512	8	12	300	0	0
stage2_s.std	5836	512	7	12	1106247680	1133903872	1132593152
stage2_s.std	5856	1024	4	12	7	0	0
stage3.std	2248	0	9	12	0	1065353216	0
stage3.std	2268	0	11	12	1057360530	0	0
stage3.std	2288	0	0	12	0	0	0
stage3.std	2308	0	13	12	4278190080	0	0
stage3.std	2328	0	5	12	0	1117519872	3287285760
stage3.std	2348	0	7	12	0	1120403456	1133903872
stage3.std	2368	0	1	12	4282400864	1145569280	1148846080
stage3.std	2388	0	8	12	500	1	0
stage3.std	2408	0	6	12	3000	0	0
stage3.std	2428	0	5	12	0	1153777664	3285319680
stage3.std	2448	900	2	12	100	0	0
stage3.std	2468	900	1	12	4286611632	1145569280	1148846080
stage3.std	2488	2980	2	12	100	0	0
stage3.std	2508	2980	1	12	4286599248	1128792064	1145569280
stage3.std	2528	2980	8	12	100	0	0
stage3.std	2548	2980	7	12	0	1112014848	1133903872
stage3.std	2568	3110	2	12	60	0	0
stage3.std	2588	3110	1	12	4289732672	1144586240	1148846080
stage3.std	2608	3110	8	12	300	0	0
stage3.std	2628	3110	7	12	0	1120927744	1133903872
stage3.std	2648	3110	6	12	1024	0	0
stage3.std	2668	3110	5	12	0	1157799936	3287285760
stage3.std	2688	4134	5	12	0	1157799936	3287285760
stage3.std	2708	4134	5	12	0	1157799936	3287285760
stage3.std	2728	4134	6	12	1024	0	0
stage3.std	2748	4134	5	12	0	1159897088	3287285760
stage3.std	2768	5158	4	12	23	4134	0
stage3_s.std	2248	0	9	12	0	1065353216	0
stage3_s.std	2268	0	11	12	1057360530	0	0
stage3_s.std	2288	0	0	12	0	0	0
stage3_s.std	2308	0	13	12	4278190080	0	0
stage3_s.std	2328	0	5	12	0	1157799936	3287285760
stage3_s.std	2348	0	7	12	0	1120927744	1133903872
stage3_s.std	2368	0	1	12	4289732672	1144586240	1148846080
stage3_s.std	2388	0	5	12	0	1157799936	3287285760
stage3_s.std	2408	0	6	12	1024	0	0
stage3_s.std	2428	0	5	12	0	1159897088	3287285760
stage3_s.std	2448	1024	4	12	7	0	0
stage4a.std	3672	0	9	12	0	1065353216	3212836864
stage4a.std	3692	0	11	12	1057360530	0	0
stage4a.std	3712	0	0	12	0	0	0
stage4a.std	3732	0	34	12	5	0	0
stage4a.std	3752	0	29	12	4	0	0
stage4a.std	3772	0	5	12	0	0	3281387520
stage4a.std	3792	0	6	12	300	1	0
stage4a.std	3812	0	5	12	0	1137180672	3281387520
stage4a.std	3832	0	7	12	0	1140457472	1133903872
stage4a.std	3852	0	8	12	300	1	0
stage4a.std	3872	0	7	12	0	1140457472	1133903872
stage4a.std	3892	0	1	12	4278190080	1126825984	1140457472
stage4a.std	3912	290	6	12	200	4	0
stage4a.std	3932	290	2	12	600	0	0
stage4a.std	3952	290	1	12	4283453520	1137180672	1142292480
stage4a.std	3972	290	5	12	0	1143603200	3281387520
stage4a.std	3992	290	33	12	1	0	0
stage4a.std	4012	490	6	12	1000	0	0
stage4a.std	4032	490	5	12	0	1160216576	3281387520
stage4a.std	4052	1490	5	12	0	1160216576	3281387520
stage4a.std	4072	1490	6	12	512	0	0
stage4a.std	4092	1490	5	12	0	1164410880	3281387520
stage4a.std	4112	2002	5	12	0	1160216576	3281387520
stage4a.std	4132	2002	6	12	512	0	0
stage4a.std	4152	2002	5	12	0	1164410880	3281387520
stage4a.std	4172	2514	5	12	0	1160216576	3281387520
stage4a.std	4192	2514	6	12	512	0	0
stage4a.std	4212	2514	5	12	0	1164410880	3281387520
stage4a.std	4232	3026	5	12	0	1160216576	3281387520
stage4a.std	4252	3026	6	12	512	0	0
stage4a.std	4272	3026	5	12	0	1164410880	3281387520
stage4a.std	4292	3538	5	12	0	1160216576	3281387520
stage4a.std	4312	3538	6	12	512	0	0
stage4a.std	4332	3538	5	12	0	1164410880	3281387520
stage4a.std	4352	4050	5	12	0	1160216576	3281387520
stage4a.std	4372	4050	6	12	512	0	0
stage4a.std	4392	4050	5	12	0	1164410880	3281387520
stage4a.std	4412	4562	5	12	0	1167310848	3281387520
stage4a.std	4432	4562	1	12	4292919488	1120403456	1137180672
stage4a.std	4452	4562	2	12	600	0	0
stage4a.std	4472	4562	1	12	4285558896	1137180672	1145569280
stage4a.std	4492	4562	33	12	0	0	0
stage4a.std	4512	4562	32	12	0	0	0
stage4a.std	4532	4562	7	12	0	1140457472	3279552512
stage4a.std	4552	4562	5	12	0	1167310848	1101004800
stage4a.std	4572	4562	6	12	512	1	0
stage4a.std	4592	4562	5	12	0	1167835136	1101004800
stage4a.std	4612	5074	6	12	512	0	0
stage4a.std	4632	5074	5	12	0	1167835136	1101004800
stage4a.std	4652	5534	5	12	0	1167835136	1101004800
stage4a.std	4672	5534	5	12	0	1167835136	1101004800
stage4a.std	4692	5534	6	12	1024	0	0
stage4a.std	4712	5534	5	12	0	1168359424	1101004800
stage4a.std	4732	6558	4	12	50	5534	0
stage4a.std	4752	6558	31	12	1	0	0
stage4a.std	4772	6558	7	12	0	1140457472	1133903872
stage4a.std	4792	6558	33	12	1	0	0
stage4a.std	4812	6558	5	12	0	0	3281387520
stage4a.std	4832	6558	1	12	4283453520	1137180672	1142292480
stage4a.std	4852	6558	6	12	240	4	0
stage4a.std	4872	6558	5	12	0	1149239296	3281387520
stage4a.std	4892	6798	5	12	0	1149239296	3281387520
stage4a.std	4912	6798	2	12	120	0	0
stage4a.std	4932	6798	1	12	4293931056	1137180672	1142292480
stage4a.std	4952	6798	5	12	0	1149239296	3281387520
stage4a.std	4972	6798	6	12	128	0	0
stage4a.std	4992	6798	5	12	0	1157627904	3281387520
stage4a.std	5012	6926	4	12	64	6798	0
stage4a.std	5032	6926	31	12	2	0	0
stage4a.std	5052	6926	29	12	6	0	0
stage4a.std	5072	6926	5	12	0	1167966208	1101004800
stage4a.std	5092	6926	1	12	4293968064	1120403456	1137180672
stage4a.std	5112	6926	2	12	200	0	0
stage4a.std	5132	6926	1	12	4293947504	1137180672	1145569280
stage4a.std	5152	6926	33	12	0	0	0
stage4a.std	5172	6926	32	12	0	0	0
stage4a.std	5192	6926	7	12	0	1140457472	3279552512
stage4a.std	5212	6926	5	12	0	1167966208	1101004800
stage4a.std	5232	6926	6	12	1024	0	0
stage4a.std	5252	6926	5	12	0	1168490496	1101004800
stage4a.std	5272	7950	4	12	77	6926	0
stage4a_s.std	3672	0	9	12	0	1065353216	3212836864
stage4a_s.std	3692	0	11	12	1057360530	0	0
stage4a_s.std	3712	0	0	12	0	0	0
stage4a_s.std	3732	0	5	12	0	0	3282698240
stage4a_s.std	3752	0	29	12	6	0	0
stage4a_s.std	3772	0	34	12	7	0	0
stage4a_s.std	3792	0	33	12	0	0	0
stage4a_s.std	3812	0	32	12	0	0	0
stage4a_s.std	3832	0	7	12	0	1140457472	3279552512
stage4a_s.std	3852	0	5	12	0	1168891904	1101004800
stage4a_s.std	3872	0	1	12	4293947504	1137180672	1145569280
stage4a_s.std	3892	0	5	12	0	1168891904	1101004800
stage4a_s.std	3912	0	6	12	1024	0	0
stage4a_s.std	3932	0	5	12	0	1169416192	1101004800
stage4a_s.std	3952	1024	4	12	11	0	0
stage4b.std	3672	0	9	12	0	1065353216	3212836864
stage4b.std	3692	0	11	12	1057360530	0	0
stage4b.std	3712	0	0	12	0	0	0
stage4b.std	3732	0	34	12	5	0	0
stage4b.std	3752	0	29	12	4	0	0
stage4b.std	3772	0	5	12	0	0	3281387520
stage4b.std	3792	0	6	12	300	1	0
stage4b.std	3812	0	5	12	0	1137180672	3281387520
stage4b.std	3832	0	7	12	0	1140457472	1133903872
stage4b.std	3852	0	8	12	300	1	0
stage4b.std	3872	0	7	12	0	1140457472	1133903872
stage4b.std	3892	0	1	12	4278190080	1126825984	1140457472
stage4b.std	3912	290	6	12	200	4	0
stage4b.std	3932	290	2	12	600	0	0
stage4b.std	3952	290	1	12	4283453520	1137180672	1142292480
stage4b.std	3972	290	5	12	0	1143603200	3281387520
stage4b.std	3992	290	33	12	1	0	0
stage4b.std	4012	490	6	12	1000	0	0
stage4b.std	4032	490	5	12	0	1160216576	3281387520
stage4b.std	4052	1490	5	12	0	1160216576	3281387520
stage4b.std	4072	1490	6	12	512	0	0
stage4b.std	4092	1490	5	12	0	1164410880	3281387520
stage4b.std	4112	2002	5	12	0	1160216576	3281387520
stage4b.std	4132	2002	6	12	512	0	0
stage4b.std	4152	2002	5	12	0	1164410880	3281387520
stage4b.std	4172	2514	5	12	0	1160216576	3281387520
stage4b.std	4192	2514	6	12	512	0	0
stage4b.std	4212	2514	5	12	0	1164410880	3281387520
stage4b.std	4232	3026	5	12	0	1160216576	3281387520
stage4b.std	4252	3026	6	12	512	0	0
stage4b.std	4272	3026	5	12	0	1164410880	3281387520
stage4b.std	4292	3538	5	12	0	1160216576	3281387520
stage4b.std	4312	3538	6	12	512	0	0
stage4b.std	4332	3538	5	12	0	1164410880	3281387520
stage4b.std	4352	4050	5	12	0	1160216576	3281387520
stage4b.std	4372	4050	6	12	512	0	0
stage4b.std	4392	4050	5	12	0	1164410880	3281387520
stage4b.std	4412	4562	5	12	0	1167310848	3281387520
stage4b.std	4432	4562	1	12	4292919488	1120403456	1137180672
stage4b.std	4452	4562	2	12	600	0	0
stage4b.std	4472	4562	1	12	4285558896	1137180672	1145569280
stage4b.std	4492	4562	33	12	0	0	0
stage4b.std	4512	4562	32	12	0	0	0
stage4b.std	4532	4562	7	12	0	1140457472	3279552512
stage4b.std	4552	4562	5	12	0	1167310848	1101004800
stage4b.std	4572	4562	6	12	512	1	0
stage4b.std	4592	4562	5	12	0	1167835136	1101004800
stage4b.std	4612	5074	6	12	512	0	0
stage4b.std	4632	5074	5	12	0	1167835136	1101004800
stage4b.std	4652	5534	5	12	0	1167835136	1101004800
stage4b.std	4672	5534	5	12	0	1167835136	1101004800
stage4b.std	4692	5534	6	12	1024	0	0
stage4b.std	4712	5534	5	12	0	1168359424	1101004800
stage4b.std	4732	6558	4	12	50	5534	0
stage4b.std	4752	6558	31	12	1	0	0
stage4b.std	4772	6558	7	12	0	1140457472	1133903872
stage4b.std	4792	6558	33	12	1	0	0
stage4b.std	4812	6558	5	12	0	0	3281387520
stage4b.std	4832	6558	1	12	4283453520	1137180672	1142292480
stage4b.std	4852	6558	6	12	240	4	0
stage4b.std	4872	6558	5	12	0	1149239296	3281387520
stage4b.std	4892	6798	5	12	0	1149239296	3281387520
stage4b.std	4912	6798	2	12	120	0	0
stage4b.std	4932	6798	1	12	4293931056	1137180672	1142292480
stage4b.std	4952	6798	5	12	0	1149239296	3281387520
stage4b.std	4972	6798	6	12	128	0	0
stage4b.std	4992	6798	5	12	0	1157627904	3281387520
stage4b.std	5012	6926	4	12	64	6798	0
stage4b.std	5032	6926	31	12	2	0	0
stage4b.std	5052	6926	29	12	6	0	0
stage4b.std	5072	6926	5	12	0	1167966208	1101004800
stage4b.std	5092	6926	1	12	4293968064	1120403456	1137180672
stage4b.std	5112	6926	2	12	200	0	0
stage4b.std	5132	6926	1	12	4293947504	1137180672	1145569280
stage4b.std	5152	6926	33	12	0	0	0
stage4b.std	5172	6926	32	12	0	0	0
stage4b.std	5192	6926	7	12	0	1140457472	3279552512
stage4b.std	5212	6926	5	12	0	1167966208	1101004800
stage4b.std	5232	6926	6	12	1024	0	0
stage4b.std	5252	6926	5	12	0	1168490496	1101004800
stage4b.std	5272	7950	4	12	77	6926	0
stage4b_s.std	3672	0	9	12	0	1065353216	3212836864
stage4b_s.std	3692	0	11	12	1057360530	0	0
stage4b_s.std	3712	0	0	12	0	0	0
stage4b_s.std	3732	0	5	12	0	0	3282698240
stage4b_s.std	3752	0	29	12	6	0	0
stage4b_s.std	3772	0	34	12	7	0	0
stage4b_s.std	3792	0	33	12	0	0	0
stage4b_s.std	3812	0	32	12	0	0	0
stage4b_s.std	3832	0	7	12	0	1140457472	3279552512
stage4b_s.std	3852	0	5	12	0	1168891904	1101004800
stage4b_s.std	3872	0	1	12	4293947504	1137180672	1145569280
stage4b_s.std	3892	0	5	12	0	1168891904	1101004800
stage4b_s.std	3912	0	6	12	1024	0	0
stage4b_s.std	3932	0	5	12	0	1169416192	1101004800
stage4b_s.std	3952	1024	4	12	11	0	0
stage5.std	3356	0	9	12	0	1065353216	3197737370
stage5.std	3376	0	11	12	1061125328	0	0
stage5.std	3396	0	0	12	0	0	0
stage5.std	3416	0	13	12	4278190080	0	0
stage5.std	3436	0	5	12	0	1117519872	3284008960
stage5.std	3456	0	7	12	0	1137180672	1132068864
stage5.std	3476	0	1	12	4278190080	1133903872	1140457472
stage5.std	3496	0	6	12	2800	0	0
stage5.std	3516	0	5	12	0	1149681664	3284008960
stage5.std	3536	700	2	12	100	0	0
stage5.std	3556	700	1	12	4278190080	1141637120	1146880000
stage5.std	3576	2800	5	12	0	1149681664	3284008960
stage5.std	3596	2800	6	12	180	1	0
stage5.std	3616	2800	5	12	0	1150500864	3279552512
stage5.std	3636	2800	8	12	180	1	0
stage5.std	3656	2800	7	12	0	1139146752	1127481344
stage5.std	3676	2800	2	12	180	0	0
stage5.std	3696	2800	1	12	4278190080	1143111680	1148846080
stage5.std	3716	2980	6	12	60	4	0
stage5.std	3736	2980	5	12	0	1151074304	3279552512
stage5.std	3756	3040	6	12	500	0	0
stage5.std	3776	3040	5	12	0	1160642560	3279552512
stage5.std	3796	3540	5	12	0	1151074304	3279552512
stage5.std	3816	3540	6	12	500	0	0
stage5.std	3836	3540	5	12	0	1160642560	3279552512
stage5.std	3856	4040	5	12	0	1151074304	3279552512
stage5.std	3876	4040	6	12	280	0	0
stage5.std	3896	4040	5	12	0	1157114102	3279552512
stage5.std	3916	4320	6	12	170	1	0
stage5.std	3936	4320	5	12	0	1158272123	3273654272
stage5.std	3956	4320	8	12	180	1	0
stage5.std	3976	4320	7	12	0	1134231552	1109393408
stage5.std	3996	4490	33	12	2	0	0
stage5.std	4016	4490	6	12	1000	0	0
stage5.std	4036	4490	5	12	0	1164563579	3273654272
stage5.std	4056	5490	5	12	0	1164563579	3273654272
stage5.std	4076	5490	6	12	1000	0	0
stage5.std	4096	5490	5	12	0	1168435773	3273654272
stage5.std	4116	6490	5	12	0	1168435773	3273654272
stage5.std	4136	6490	6	12	500	0	0
stage5.std	4156	6490	5	12	0	1170008637	3273654272
stage5.std	4176	6990	5	12	0	1170008637	3273654272
stage5.std	4196	6990	6	12	100	1	0
stage5.std	4216	6990	5	12	0	1170213437	3273654272
stage5.std	4236	7090	6	12	60	4	0
stage5.std	4256	7090	5	12	0	1170397757	3273654272
stage5.std	4276	7150	6	12	1000	0	0
stage5.std	4296	7150	5	12	0	1175547167	3273654272
stage5.std	4316	8150	5	12	0	1170397757	3273654272
stage5.std	4336	8150	6	12	1000	0	0
stage5.std	4356	8150	5	12	0	1175547167	3273654272
stage5.std	4376	9150	5	12	0	1170397757	3273654272
stage5.std	4396	9150	5	12	0	1170397757	3273654272
stage5.std	4416	9150	6	12	1000	0	0
stage5.std	4436	9150	5	12	0	1175547167	3273654272
stage5.std	4456	10150	4	12	52	9150	0
stage5_s.std	3356	0	9	12	0	1065353216	3197737370
stage5_s.std	3376	0	11	12	1061125328	0	0
stage5_s.std	3396	0	0	12	0	0	0
stage5_s.std	3416	0	13	12	4278190080	0	0
stage5_s.std	3436	0	5	12	0	1170397184	3273654272
stage5_s.std	3456	0	7	12	0	1134231552	1109393408
stage5_s.std	3476	0	1	12	4278190080	1143111680	1148846080
stage5_s.std	3496	0	33	12	2	0	0
stage5_s.std	3516	0	5	12	0	1170397184	3273654272
stage5_s.std	3536	0	6	12	1000	0	0
stage5_s.std	3556	0	5	12	0	1175546880	3273654272
stage5_s.std	3576	1000	4	12	8	0	0
stage6.std	2584	0	9	12	0	0	3212836864
stage6.std	2604	0	11	12	1061752795	0	0
stage6.std	2624	0	0	12	0	0	0
stage6.std	2644	0	29	12	9	0	0
stage6.std	2664	0	5	12	3272998912	1132593152	3267887104
stage6.std	2684	0	7	12	1126825984	1131413504	3253731328
stage6.std	2704	0	1	12	4278190080	1133903872	1142292480
stage6.std	2724	0	6	12	2400	0	0
stage6.std	2744	0	5	12	3272998912	1149272064	3267887104
stage6.std	2764	800	2	12	100	0	0
stage6.std	2784	800	1	12	4278190080	1147207680	1155596288
stage6.std	2804	2400	6	12	400	4	0
stage6.std	2824	2400	5	12	3272998912	1152417792	3267887104
stage6.std	2844	2800	5	12	3272998912	1152417792	3267887104
stage6.std	2864	2800	5	12	3272998912	1152417792	3267887104
stage6.std	2884	2800	6	12	1000	0	0
stage6.std	2904	2800	5	12	3272998912	1166811136	3267887104
stage6.std	2924	3800	4	12	14	2800	0
stage6.std	2944	3800	31	12	1	0	0
stage6.std	2964	3800	29	12	9	0	0
stage6.std	2984	3800	5	12	3272998912	1168891904	3267887104
stage6.std	3004	3800	6	12	200	0	0
stage6.std	3024	3800	5	12	3272998912	1174794240	3267887104
stage6.std	3044	4000	5	12	3272998912	1174794240	3267887104
stage6.std	3064	4000	7	12	0	0	3276275712
stage6.std	3084	4000	9	12	0	1065353216	0
stage6.std	3104	4000	5	12	3272998912	1174794240	3267887104
stage6.std	3124	5000	4	12	26	4000	0
stage6.std	3144	5000	31	12	2	0	0
stage6.std	3164	5200	29	12	10	0	0
stage6.std	3184	5220	29	12	12	0	0
stage6.std	3204	5220	5	12	3272998912	1174794240	3267887104
stage6.std	3224	5220	9	12	0	1065353216	0
stage6.std	3244	5220	7	12	0	0	3276275712
stage6.std	3264	5220	5	12	3272998912	1174794240	3267887104
stage6.std	3284	6220	4	12	34	5220	0
stage6.std	3304	6220	31	12	3	0	0
stage6.std	3324	6420	29	12	13	0	0
stage6.std	3344	6440	29	12	14	0	0
stage6.std	3364	6440	5	12	3272998912	1174794240	3267887104
stage6.std	3384	6440	5	12	3272998912	1174794240	3267887104
stage6.std	3404	7440	4	12	34	5220	0
stage6.std	3424	7440	31	12	4	0	0
stage6.std	3444	7640	29	12	15	0	0
stage6.std	3464	7660	29	12	16	0	0
stage6.std	3484	7660	5	12	3272998912	1174794240	3267887104
stage6.std	3504	7660	5	12	3272998912	1174794240	3267887104
stage6.std	3524	8660	4	12	34	5220	0
stage6.std	3544	8660	31	12	5	0	0
stage6.std	3564	8660	29	12	4294967295	0	0
stage6.std	3584	8660	13	12	4278190080	0	0
stage6.std	3604	8660	5	12	3272998912	1174794240	3267887104
stage6.std	3624	8660	5	12	3272998912	1174794240	3267887104
stage6.std	3644	9660	4	12	34	5220	0
stage6.std	3664	9660	31	12	6	0	0
stage6.std	3684	9660	13	12	0	0	0
stage6.std	3704	9660	29	12	9	0	0
stage6.std	3724	9660	5	12	3272998912	1174794240	3267887104
stage6.std	3744	9660	5	12	3272998912	1174794240	3267887104
stage6.std	3764	10660	4	12	34	5220	0
stage6_s.std	2584	0	9	12	0	0	3212836864
stage6_s.std	2604	0	11	12	1061752795	0	0
stage6_s.std	2624	0	0	12	0	0	0
stage6_s.std	2644	0	29	12	11	0	0
stage6_s.std	2664	0	7	12	1126825984	1131413504	3253731328
stage6_s.std	2684	0	1	12	4278190080	1133903872	1142292480
stage6_s.std	2704	0	13	12	0	0	0
stage6_s.std	2724	0	29	12	11	0	0
stage6_s.std	2744	0	5	12	0	1174794240	0
stage6_s.std	2764	0	5	12	0	1174794240	0
stage6_s.std	2784	1000	4	12	9	0	0
stage7.std	2648	0	9	12	0	0	3212836864
stage7.std	2668	0	11	12	1061752795	0	0
stage7.std	2688	0	0	12	0	0	0
stage7.std	2708	0	29	12	9	0	0
stage7.std	2728	0	5	12	3274964992	3280076800	3267887104
stage7.std	2748	0	7	12	1128792064	3278897152	3240099840
stage7.std	2768	0	1	12	4278190080	1133903872	1142292480
stage7.std	2788	0	6	12	2400	0	0
stage7.std	2808	0	5	12	3274964992	3296755712	3267887104
stage7.std	2828	800	2	12	100	0	0
stage7.std	2848	800	1	12	4278190080	1147207680	1155596288
stage7.std	2868	2400	6	12	400	4	0
stage7.std	2888	2400	5	12	3274964992	3299901440	3267887104
stage7.std	2908	2800	5	12	3274964992	3299901440	3267887104
stage7.std	2928	2800	5	12	3274964992	3299901440	3267887104
stage7.std	2948	2800	6	12	1000	0	0
stage7.std	2968	2800	5	12	3274964992	3314294784	3267887104
stage7.std	2988	3800	4	12	14	2800	0
stage7.std	3008	3800	31	12	1	0	0
stage7.std	3028	3800	29	12	9	0	0
stage7.std	3048	3800	5	12	3274964992	3316375552	3267887104
stage7.std	3068	3800	6	12	200	0	0
stage7.std	3088	3800	5	12	3274964992	3322277888	3267887104
stage7.std	3108	4000	5	12	3274964992	3322277888	3267887104
stage7.std	3128	4000	7	12	0	0	3276275712
stage7.std	3148	4000	9	12	0	1065353216	0
stage7.std	3168	4000	5	12	3274964992	3322277888	3267887104
stage7.std	3188	5000	4	12	26	4000	0
stage7.std	3208	5000	31	12	2	0	0
stage7.std	3228	5000	5	12	3274964992	3322277888	3267887104
stage7.std	3248	5000	9	12	0	1065353216	0
stage7.std	3268	5000	7	12	0	0	3276275712
stage7.std	3288	5000	5	12	3274964992	3322277888	3267887104
stage7.std	3308	6000	4	12	32	5000	0
stage7.std	3328	6000	31	12	3	0	0
stage7.std	3348	6000	5	12	3274964992	3322277888	3267887104
stage7.std	3368	6000	9	12	0	1065353216	0
stage7.std	3388	6000	7	12	0	0	3276275712
stage7.std	3408	6000	5	12	3274964992	3322277888	3267887104
stage7.std	3428	7000	4	12	32	5000	0
stage7.std	3448	7000	31	12	4	0	0
stage7.std	3468	7000	5	12	3274964992	3322277888	3267887104
stage7.std	3488	7000	9	12	0	1065353216	0
stage7.std	3508	7000	7	12	0	0	3276275712
stage7.std	3528	7000	5	12	3274964992	3322277888	3267887104
stage7.std	3548	8000	4	12	32	5000	0
stage7.std	3568	8000	31	12	5	0	0
stage7.std	3588	8000	5	12	3274964992	3322277888	3267887104
stage7.std	3608	8000	9	12	0	1065353216	0
stage7.std	3628	8000	7	12	0	0	3276275712
stage7.std	3648	8000	5	12	3274964992	3322277888	3267887104
stage7.std	3668	9000	4	12	32	5000	0
stage7_s.std	2648	0	9	12	0	0	3212836864
