file	script	offset	opcode	time	size	mask	payload
capture.anm	1	608	-1	0	0	0	
capture.anm	2	616	3	0	12	0	01000000
capture.anm	2	628	30	0	12	0	01000000
capture.anm	2	640	7	0	16	0	0000000000000000
capture.anm	2	656	6	0	20	0	000060430000704300000000
capture.anm	2	676	79	1	12	1	18270000
capture.anm	2	688	13	1	20	0	5077d63d000000005077d63d
capture.anm	2	708	34	1	20	0	280000000000000000000000
capture.anm	2	728	9	1	20	0	ff000000ff000000ff000000
capture.anm	2	748	33	1	28	0	280000000000000080000000c0000000f4000000
capture.anm	2	776	7	1	16	0	0000803f0000803f
capture.anm	2	792	36	1	24	0	2800000000000000cdcccc3ecdcccc3e
capture.anm	2	816	32	1	28	0	28000000000000000000c0420000804300000000
capture.anm	2	844	13	41	20	0	000000000000000000000000
capture.anm	2	864	12	41	20	0	000000000000000000000000
capture.anm	2	884	23	41	8	0	
capture.anm	2	892	21	41	12	0	01000000
capture.anm	2	904	1	41	8	0	
capture.anm	2	912	-1	0	0	0	
capture.anm	3	920	3	0	12	0	02000000
capture.anm	3	932	79	1	12	1	18270000
capture.anm	3	944	36	1	24	0	3c000000010000000000000000000000
capture.anm	3	968	34	1	20	0	3c0000000100000000000000
capture.anm	3	988	13	1	20	0	5077d63c5077d63cfdad803d
capture.anm	3	1008	1	61	8	0	
capture.anm	3	1016	-1	0	0	0	
capture.anm	4	1024	3	0	12	0	02000000
capture.anm	4	1036	79	1	12	1	18270000
capture.anm	4	1048	36	1	24	0	3c000000010000000000000000000000
capture.anm	4	1072	34	1	20	0	3c0000000100000000000000
capture.anm	4	1092	13	1	20	0	5077d63c5077d63cfdad803d
capture.anm	4	1112	1	61	8	0	
capture.anm	4	1120	-1	0	0	0	
eff01.anm	0	128	3	0	12	0	00000000
eff01.anm	0	140	22	0	8	0	
eff01.anm	0	148	6	0	20	0	00000042000080410000003f
eff01.anm	0	168	8	0	12	0	00000000
eff01.anm	0	180	15	0	16	0	ff0000003c000000
eff01.anm	0	196	27	0	12	0	8988083c
eff01.anm	0	208	4	1	16	0	4400000000000000
eff01.anm	0	224	-1	0	0	0	
eff01.anm	1	131448	3	0	12	0	01000000
eff01.anm	1	131460	22	0	8	0	
eff01.anm	1	131468	6	0	20	0	00000042000080410000003f
eff01.anm	1	131488	8	0	12	0	00000000
eff01.anm	1	131500	15	0	16	0	ff0000003c000000
eff01.anm	1	131516	27	0	12	0	898808bb
eff01.anm	1	131528	4	1	16	0	4400000000000000
eff01.anm	1	131544	-1	0	0	0	
eff02.anm	0	128	3	0	12	0	00000000
eff02.anm	0	140	22	0	8	0	
eff02.anm	0	148	6	0	20	0	00000042000080410000003f
eff02.anm	0	168	8	0	12	0	00000000
eff02.anm	0	180	15	0	16	0	ff0000003c000000
eff02.anm	0	196	27	0	12	0	8988083c
eff02.anm	0	208	26	0	12	0	8988883b
eff02.anm	0	220	4	1	16	0	4400000000000000
eff02.anm	0	236	-1	0	0	0	
eff02.anm	1	131460	3	0	12	0	01000000
eff02.anm	1	131472	22	0	8	0	
eff02.anm	1	131480	6	0	20	0	00000042000080410000003f
eff02.anm	1	131500	8	0	12	0	00000000
eff02.anm	1	131512	15	0	16	0	ff0000003c000000
eff02.anm	1	131528	27	0	12	0	cdcc4c3b
eff02.anm	1	131540	26	0	12	0	cdcc4cbb
eff02.anm	1	131552	4	1	16	0	4400000000000000
eff02.anm	1	131568	-1	0	0	0	
eff03.anm	0	128	3	0	12	0	00000000
eff03.anm	0	140	22	0	8	0	
eff03.anm	0	148	6	0	20	0	00000042000080410000003f
eff03.anm	0	168	8	0	12	0	00000000
eff03.anm	0	180	15	0	16	0	ff0000003c000000
eff03.anm	0	196	7	0	16	0	0000c03f0000e03f
eff03.anm	0	212	4	10000	16	0	5400000000000000
eff03.anm	0	228	-1	0	0	0	
eff03.anm	1	131452	3	0	12	0	01000000
eff03.anm	1	131464	22	0	8	0	
eff03.anm	1	131472	6	0	20	0	00000042000080410000003f
eff03.anm	1	131492	8	0	12	0	00000000
eff03.anm	1	131504	15	0	16	0	ff0000003c000000
eff03.anm	1	131520	27	0	12	0	8988083c
eff03.anm	1	131532	26	0	12	0	8988883b
eff03.anm	1	131544	4	1	16	0	4400000000000000
eff03.anm	1	131560	-1	0	0	0	
eff04a.anm	0	128	3	0	12	0	00000000
eff04a.anm	0	140	22	0	8	0	
eff04a.anm	0	148	6	0	20	0	00000042000080410000003f
eff04a.anm	0	168	8	0	12	0	00000000
eff04a.anm	0	180	15	0	16	0	ff0000003c000000
eff04a.anm	0	196	7	0	16	0	0000c03f0000e03f
eff04a.anm	0	212	4	10000	16	0	5400000000000000
eff04a.anm	0	228	-1	0	0	0	
eff04a.anm	1	131452	3	0	12	0	01000000
eff04a.anm	1	131464	7	0	16	0	4183134041831340
eff04a.anm	1	131480	6	0	20	0	00006043000070430000003f
eff04a.anm	1	131500	8	0	12	0	00000000
eff04a.anm	1	131512	15	0	16	0	ff0000003c000000
eff04a.anm	1	131528	13	0	20	0	0000000000000000fdad00bc
eff04a.anm	1	131548	4	10000	16	0	6000000000000000
eff04a.anm	1	131564	-1	0	0	0	
eff04b.anm	0	128	3	0	12	0	00000000
eff04b.anm	0	140	22	0	8	0	
eff04b.anm	0	148	6	0	20	0	00000042000080410000003f
eff04b.anm	0	168	8	0	12	0	00000000
eff04b.anm	0	180	15	0	16	0	ff0000003c000000
eff04b.anm	0	196	7	0	16	0	0000c03f0000e03f
eff04b.anm	0	212	4	10000	16	0	5400000000000000
eff04b.anm	0	228	-1	0	0	0	
eff04b.anm	1	131452	3	0	12	0	01000000
eff04b.anm	1	131464	22	0	8	0	
eff04b.anm	1	131472	6	0	20	0	00000042000080410000003f
eff04b.anm	1	131492	8	0	12	0	00000000
eff04b.anm	1	131504	15	0	16	0	ff0000003c000000
eff04b.anm	1	131520	27	0	12	0	610b363c
eff04b.anm	1	131532	4	1	16	0	4400000000000000
eff04b.anm	1	131548	-1	0	0	0	
eff05.anm	0	128	3	0	12	0	00000000
eff05.anm	0	140	7	0	16	0	4183134041831340
eff05.anm	0	156	6	0	20	0	00006043000070430000003f
eff05.anm	0	176	8	0	12	0	00000000
eff05.anm	0	188	15	0	16	0	ff0000003c000000
eff05.anm	0	204	21	0	12	0	01000000
eff05.anm	0	216	13	0	20	0	0000000000000000fdad80bc
eff05.anm	0	236	4	10000	16	0	6c00000000000000
eff05.anm	0	252	21	10000	12	0	02000000
eff05.anm	0	264	13	10000	20	0	0000000000000000fdad00bc
eff05.anm	0	284	4	20000	16	0	6c00000000000000
eff05.anm	0	300	-1	0	0	0	
eff05.anm	1	524740	3	0	12	0	01000000
eff05.anm	1	524752	7	0	16	0	4183134041831340
eff05.anm	1	524768	6	0	20	0	00006043000070430000003f
eff05.anm	1	524788	8	0	12	0	00000000
eff05.anm	1	524800	15	0	16	0	ff0000003c000000
eff05.anm	1	524816	21	0	12	0	01000000
eff05.anm	1	524828	13	0	20	0	0000000000000000fdad003c
eff05.anm	1	524848	4	10000	16	0	6c00000000000000
eff05.anm	1	524864	21	10000	12	0	02000000
eff05.anm	1	524876	13	10000	20	0	0000000000000000fdad003d
eff05.anm	1	524896	4	20000	16	0	6c00000000000000
eff05.anm	1	524912	-1	0	0	0	
eff06.anm	0	128	3	0	12	0	00000000
eff06.anm	0	140	7	0	16	0	4183134041831340
eff06.anm	0	156	6	0	20	0	00006043000070430000003f
eff06.anm	0	176	8	0	12	0	00000000
eff06.anm	0	188	15	0	16	0	ff0000003c000000
eff06.anm	0	204	21	0	12	0	01000000
eff06.anm	0	216	13	0	20	0	0000000000000000fdad80bc
eff06.anm	0	236	4	10000	16	0	6c00000000000000
eff06.anm	0	252	21	10000	12	0	02000000
eff06.anm	0	264	13	10000	20	0	0000000000000000fdad00bc
eff06.anm	0	284	4	20000	16	0	6c00000000000000
eff06.anm	0	300	-1	0	0	0	
eff06.anm	1	524740	3	0	12	0	01000000
eff06.anm	1	524752	7	0	16	0	4183134041831340
eff06.anm	1	524768	6	0	20	0	00006043000070430000003f
eff06.anm	1	524788	8	0	12	0	00000000
eff06.anm	1	524800	15	0	16	0	ff0000003c000000
eff06.anm	1	524816	21	0	12	0	01000000
eff06.anm	1	524828	13	0	20	0	0000000000000000fdad003c
eff06.anm	1	524848	4	10000	16	0	6c00000000000000
eff06.anm	1	524864	21	10000	12	0	02000000
eff06.anm	1	524876	13	10000	20	0	0000000000000000fdad003d
eff06.anm	1	524896	4	20000	16	0	6c00000000000000
eff06.anm	1	524912	-1	0	0	0	
eff06.anm	2	656136	3	0	12	0	02000000
eff06.anm	2	656148	22	0	8	0	
eff06.anm	2	656156	6	0	20	0	00000042000080410000003f
eff06.anm	2	656176	8	0	12	0	00000000
eff06.anm	2	656188	15	0	16	0	ff0000003c000000
eff06.anm	2	656204	27	0	12	0	8988883c
eff06.anm	2	656216	4	1	16	0	4400000000000000
eff06.anm	2	656232	-1	0	0	0	
eff06.anm	3	787456	3	0	12	0	03000000
eff06.anm	3	787468	22	0	8	0	
eff06.anm	3	787476	6	0	20	0	00000042000080410000003f
eff06.anm	3	787496	8	0	12	0	00000000
eff06.anm	3	787508	15	0	16	0	ff0000003c000000
eff06.anm	3	787524	7	0	16	0	0000c03f0000e03f
