file	level	offset	interval	frame	x	y	hitbox_x	hitbox_y	angle	speed	damage	gauge	option	type	animation	sound	spawn_callback	update_callback	draw_callback	collision_callback
ply01a.sht	1	220	30	0	0	0	12	48	-1.5707963705062866	-2	32	-60	0	3	2	-1	2	3	0	1
ply01a.sht	2	280	5	0	6	0	18	48	-1.5707963705062866	24	21	-60	0	0	0	0	3	0	0	0
ply01a.sht	2	336	5	0	-6	0	18	48	-1.5707963705062866	24	21	-60	0	0	0	-1	3	0	0	0
ply01a.sht	2	392	15	0	0	0	12	48	-1.5707963705062866	-2	24	-60	0	3	4	-1	2	3	0	1
ply01a.sht	3	452	5	1	12	0	18	48	-1.5707963705062866	24	16	-60	0	0	0	-1	3	0	0	0
ply01a.sht	3	508	5	0	0	0	18	48	-1.5707963705062866	24	17	-60	0	0	0	0	3	0	0	0
ply01a.sht	3	564	5	1	-12	0	18	48	-1.5707963705062866	24	16	-60	0	0	0	-1	3	0	0	0
ply01a.sht	3	620	10	0	0	0	24	48	-1.5707963705062866	-2	22	-60	0	3	6	-1	2	3	0	1
ply01a.sht	4	680	5	1	18	0	18	48	-1.5707963705062866	24	15	-60	0	0	0	-1	3	0	0	0
ply01a.sht	4	736	5	0	6	0	18	48	-1.5707963705062866	24	17	-60	0	0	0	0	3	0	0	0
ply01a.sht	4	792	5	0	-6	0	18	48	-1.5707963705062866	24	17	-60	0	0	0	-1	3	0	0	0
ply01a.sht	4	848	5	1	-18	0	18	48	-1.5707963705062866	24	15	-60	0	0	0	-1	3	0	0	0
ply01a.sht	4	904	6	0	0	0	24	48	-1.5707963705062866	-2	22	-60	0	3	8	-1	2	3	0	1
ply01a.sht	5	964	5	2	18	0	18	48	-1.4486232995986938	24	14	-60	0	0	0	-1	3	0	0	0
ply01a.sht	5	1020	5	1	18	0	18	48	-1.5707963705062866	24	15	-60	0	0	0	-1	3	0	0	0
ply01a.sht	5	1076	5	0	6	0	18	48	-1.5707963705062866	24	16	-60	0	0	0	0	3	0	0	0
ply01a.sht	5	1132	5	0	-6	0	18	48	-1.5707963705062866	24	16	-60	0	0	0	-1	3	0	0	0
ply01a.sht	5	1188	5	1	-18	0	18	48	-1.5707963705062866	24	15	-60	0	0	0	-1	3	0	0	0
ply01a.sht	5	1244	5	2	-18	0	18	48	-1.6929693222045898	24	14	-60	0	0	0	-1	3	0	0	0
ply01a.sht	5	1300	5	0	0	0	24	48	-1.5707963705062866	-2	22	-60	0	3	10	-1	2	3	0	1
ply01as.sht	0	104	2	0	0	0	24	18	-1.5707963705062866	10	7	5	1	5	14	-1	4	5	1	2
ply01as.sht	0	160	5	0	0	0	18	48	-1.5707963705062866	24	10	40	0	0	12	0	0	0	0	0
ply01as.sht	1	220	4	0	0	0	24	18	-1.5707963705062866	10	7	5	1	5	14	-1	4	5	1	2
ply01as.sht	1	276	5	0	0	0	18	48	-1.5707963705062866	24	10	40	0	0	12	0	0	0	0	0
ply01as.sht	2	336	6	0	0	0	24	18	-1.5707963705062866	10	7	5	1	5	15	-1	4	5	1	2
ply01as.sht	2	392	5	0	0	0	18	48	-1.5707963705062866	24	10	40	0	0	12	0	0	0	0	0
ply01as.sht	3	452	8	0	0	0	24	18	-1.5707963705062866	10	7	5	1	5	16	-1	4	5	1	2
ply01as.sht	3	508	5	0	0	0	18	48	-1.5707963705062866	24	10	40	0	0	12	0	0	0	0	0
ply01as.sht	4	568	12	0	0	0	24	18	-1.5707963705062866	10	7	5	1	5	17	-1	4	5	1	2
ply01as.sht	4	624	5	0	0	0	18	48	-1.5707963705062866	24	10	40	0	0	12	0	0	0	0	0
ply01as.sht	5	684	16	0	0	0	24	18	-1.5707963705062866	10	7	5	1	5	18	-1	4	5	1	2
ply01as.sht	5	740	5	0	0	0	18	48	-1.5707963705062866	24	10	40	0	0	12	0	0	0	0	0
ply02a.sht	0	104	5	0	0	0	18	48	-1.5707963705062866	16	48	-50	0	0	0	0	0	0	0	0
ply02a.sht	1	164	10	0	-8	0	18	48	-1.7104226350784302	16	26	-40	0	0	0	-1	0	0	0	0
ply02a.sht	1	220	5	0	0	0	18	48	-1.5707963705062866	16	32	-40	0	0	0	0	0	0	0	0
ply02a.sht	1	276	10	0	8	0	18	48	-1.4311699867248535	16	26	-40	0	0	0	-1	0	0	0	0
ply02a.sht	2	336	6	0	-8	0	18	48	-1.7104226350784302	16	23	-30	0	0	0	-1	0	0	0	0
ply02a.sht	2	392	5	0	0	0	18	48	-1.5707963705062866	16	32	-40	0	0	0	0	0	0	0	0
ply02a.sht	2	448	6	0	8	0	18	48	-1.4311699867248535	16	23	-30	0	0	0	-1	0	0	0	0
ply02a.sht	3	508	15	0	-16	0	18	48	-1.5707963705062866	16	16	-30	0	0	0	-1	0	0	0	0
ply02a.sht	3	564	5	0	-8	0	18	48	-1.7104226350784302	16	26	-30	0	0	0	-1	0	0	0	0
ply02a.sht	3	620	5	0	0	0	18	48	-1.5707963705062866	16	32	-40	0	0	0	0	0	0	0	0
ply02a.sht	3	676	5	0	8	0	18	48	-1.4311699867248535	16	26	-30	0	0	0	-1	0	0	0	0
ply02a.sht	3	732	15	0	16	0	18	48	-1.5707963705062866	16	16	-30	0	0	0	-1	0	0	0	0
ply02a.sht	4	792	15	0	-16	0	18	48	-1.5707963705062866	16	16	-30	0	0	0	-1	0	0	0	0
ply02a.sht	4	848	15	0	-16	0	18	48	-1.8500490188598633	16	23	-30	0	0	0	-1	0	0	0	0
ply02a.sht	4	904	5	0	-8	0	18	48	-1.7104226350784302	16	26	-30	0	0	0	-1	0	0	0	0
ply02a.sht	4	960	5	0	0	0	18	48	-1.5707963705062866	16	32	-40	0	0	0	0	0	0	0	0
ply02a.sht	4	1016	5	0	8	0	18	48	-1.4311699867248535	16	26	-30	0	0	0	-1	0	0	0	0
ply02a.sht	4	1072	15	0	16	0	18	48	-1.2915436029434204	16	23	-30	0	0	0	-1	0	0	0	0
ply02a.sht	4	1128	15	0	16	0	18	48	-1.5707963705062866	16	16	-30	0	0	0	-1	0	0	0	0
ply02a.sht	5	1188	10	0	-16	0	18	48	-1.5707963705062866	16	16	-30	0	0	0	-1	0	0	0	0
ply02a.sht	5	1244	5	0	-16	0	18	48	-1.8500490188598633	16	23	-30	0	0	0	-1	0	0	0	0
ply02a.sht	5	1300	5	0	-8	0	18	48	-1.7104226350784302	16	26	-30	0	0	0	-1	0	0	0	0
ply02a.sht	5	1356	5	0	0	0	18	48	-1.5707963705062866	16	32	-40	0	0	0	0	0	0	0	0
ply02a.sht	5	1412	5	0	8	0	18	48	-1.4311699867248535	16	26	-30	0	0	0	-1	0	0	0	0
ply02a.sht	5	1468	5	0	16	0	18	48	-1.2915436029434204	16	23	-30	0	0	0	-1	0	0	0	0
ply02a.sht	5	1524	10	0	16	0	18	48	-1.5707963705062866	16	10	-30	0	0	0	-1	0	0	0	0
ply02as.sht	0	120	5	0	0	0	18	48	-1.5707963705062866	20	36	0	0	0	2	0	0	0	0	0
ply02as.sht	0	176	10	0	0	0	24	16	-1.5707963705062866	12	26	0	2	0	4	-1	7	0	0	0
ply02as.sht	0	232	10	0	0	0	24	16	-1.5707963705062866	12	26	0	3	0	4	-1	7	0	0	0
ply02as.sht	1	292	5	0	0	0	18	48	-1.5707963705062866	20	36	0	0	0	2	0	0	0	0	0
ply02as.sht	1	348	5	0	0	0	24	16	-1.5707963705062866	12	26	0	2	0	4	-1	7	0	0	0
ply02as.sht	1	404	5	0	0	0	24	16	-1.5707963705062866	12	26	0	3	0	4	-1	7	0	0	0
ply02as.sht	2	464	3	0	0	0	18	48	-1.5707963705062866	20	25	0	0	0	2	0	0	0	0	0
ply02as.sht	2	520	30	0	0	0	24	16	-1.5707963705062866	12	30	0	1	0	4	-1	7	0	0	0
ply02as.sht	2	576	5	0	0	0	24	16	-1.5707963705062866	12	20	0	2	0	4	-1	7	0	0	0
ply02as.sht	2	632	5	0	0	0	24	16	-1.5707963705062866	12	20	0	3	0	4	-1	7	0	0	0
ply02as.sht	2	688	30	0	0	0	24	16	-1.5707963705062866	12	30	0	4	0	4	-1	7	0	0	0
ply02as.sht	3	748	3	0	0	0	18	48	-1.5707963705062866	20	25	0	0	0	2	0	0	0	0	0
ply02as.sht	3	804	15	0	0	0	24	16	-1.5707963705062866	12	23	0	1	0	4	-1	7	0	0	0
ply02as.sht	3	860	5	0	0	0	24	16	-1.5707963705062866	12	20	0	2	0	4	-1	7	0	0	0
ply02as.sht	3	916	5	0	0	0	24	16	-1.5707963705062866	12	20	0	3	0	4	-1	7	0	0	0
ply02as.sht	3	972	15	0	0	0	24	16	-1.5707963705062866	12	23	0	4	0	4	-1	7	0	0	0
ply02as.sht	4	1032	3	0	0	0	18	48	-1.5707963705062866	20	25	0	0	0	2	0	0	0	0	0
ply02as.sht	4	1088	10	5	0	0	24	16	-1.5707963705062866	12	22	0	1	0	4	-1	7	0	0	0
ply02as.sht	4	1144	5	0	0	0	24	16	-1.5707963705062866	12	21	0	2	0	4	-1	7	0	0	0
ply02as.sht	4	1200	5	0	0	0	24	16	-1.5707963705062866	12	21	0	3	0	4	-1	7	0	0	0
ply02as.sht	4	1256	10	5	0	0	24	16	-1.5707963705062866	12	22	0	4	0	4	-1	7	0	0	0
ply02as.sht	5	1316	3	0	-6	0	18	48	-1.5707963705062866	20	20	0	0	0	2	0	0	0	0	0
ply02as.sht	5	1372	3	0	6	0	18	48	-1.5707963705062866	20	20	0	0	0	2	-1	0	0	0	0
ply02as.sht	5	1428	5	3	0	0	24	16	-1.5707963705062866	12	21	0	1	0	4	-1	7	0	0	0
ply02as.sht	5	1484	5	0	0	0	24	16	-1.5707963705062866	12	21	0	2	0	4	-1	7	0	0	0
ply02as.sht	5	1540	5	0	0	0	24	16	-1.5707963705062866	12	21	0	3	0	4	-1	7	0	0	0
ply02as.sht	5	1596	5	3	0	0	24	16	-1.5707963705062866	12	21	0	4	0	4	-1	7	0	0	0
ply02as.sht	6	1656	3	0	0	0	32	16	-1.5707963705062866	20	45	0	1	6	8	0	0	0	0	0
ply02as.sht	6	1712	10	1	0	0	32	16	-1.5707963705062866	20	45	0	2	6	8	-1	0	0	0	0
ply02as.sht	6	1768	10	2	0	0	32	16	-1.5707963705062866	20	45	0	3	6	8	-1	0	0	0	0
ply02as.sht	6	1824	5	3	0	0	32	16	-1.5707963705062866	20	45	0	4	6	8	-1	0	0	0	0
ply02as.sht	6	1880	10	1	0	0	32	16	3.1415927410125732	20	45	0	1	6	8	0	0	0	0	0
ply02as.sht	6	1936	3	2	0	0	32	16	3.1415927410125732	20	45	0	2	6	8	-1	0	0	0	0
ply02as.sht	6	1992	5	3	0	0	32	16	3.1415927410125732	20	45	0	3	6	8	-1	0	0	0	0
ply02as.sht	6	2048	10	4	0	0	32	16	3.1415927410125732	20	45	0	4	6	8	-1	0	0	0	0
ply02as.sht	6	2104	10	0	0	0	32	16	0	20	45	0	1	6	8	0	0	0	0	0
ply02as.sht	6	2160	5	1	0	0	32	16	0	20	45	0	2	6	8	-1	0	0	0	0
ply02as.sht	6	2216	3	2	0	0	32	16	0	20	45	0	3	6	8	-1	0	0	0	0
ply02as.sht	6	2272	10	3	0	0	32	16	0	20	45	0	4	6	8	-1	0	0	0	0
ply02as.sht	6	2328	5	1	0	0	32	16	1.5707963705062866	20	45	0	1	6	8	0	0	0	0	0
ply02as.sht	6	2384	10	2	0	0	32	16	1.5707963705062866	20	45	0	2	6	8	-1	0	0	0	0
ply02as.sht	6	2440	10	3	0	0	32	16	1.5707963705062866	20	45	0	3	6	8	-1	0	0	0	0
ply02as.sht	6	2496	3	4	0	0	32	16	1.5707963705062866	20	45	0	4	6	8	-1	0	0	0	0
ply02as.sht	7	2556	5	0	0	0	32	16	-2.3561944961547852	20	45	0	0	6	8	0	0	0	0	0
ply02as.sht	7	2612	5	0	0	0	32	16	-0.78539818525314331	20	45	0	0	6	8	0	0	0	0	0
ply02as.sht	7	2668	3	0	0	0	32	16	-1.5707963705062866	20	45	0	1	6	8	0	0	0	0	0
ply02as.sht	7	2724	10	1	0	0	32	16	-1.5707963705062866	20	45	0	2	6	8	-1	0	0	0	0
ply02as.sht	7	2780	10	2	0	0	32	16	-1.5707963705062866	20	45	0	3	6	8	-1	0	0	0	0
ply02as.sht	7	2836	5	3	0	0	32	16	-1.5707963705062866	20	45	0	4	6	8	-1	0	0	0	0
ply02as.sht	7	2892	10	1	0	0	32	16	3.1415927410125732	20	45	0	1	6	8	0	0	0	0	0
ply02as.sht	7	2948	3	2	0	0	32	16	3.1415927410125732	20	45	0	2	6	8	-1	0	0	0	0
ply02as.sht	7	3004	5	3	0	0	32	16	3.1415927410125732	20	45	0	3	6	8	-1	0	0	0	0
ply02as.sht	7	3060	10	4	0	0	32	16	3.1415927410125732	20	45	0	4	6	8	-1	0	0	0	0
ply02as.sht	7	3116	10	0	0	0	32	16	0	20	45	0	1	6	8	0	0	0	0	0
ply02as.sht	7	3172	5	1	0	0	32	16	0	20	45	0	2	6	8	-1	0	0	0	0
ply02as.sht	7	3228	3	2	0	0	32	16	0	20	45	0	3	6	8	-1	0	0	0	0
ply02as.sht	7	3284	10	3	0	0	32	16	0	20	45	0	4	6	8	-1	0	0	0	0
ply02as.sht	7	3340	5	1	0	0	32	16	1.5707963705062866	20	45	0	1	6	8	0	0	0	0	0
ply02as.sht	7	3396	10	2	0	0	32	16	1.5707963705062866	20	45	0	2	6	8	-1	0	0	0	0
ply02as.sht	7	3452	10	3	0	0	32	16	1.5707963705062866	20	45	0	3	6	8	-1	0	0	0	0
ply02as.sht	7	3508	3	4	0	0	32	16	1.5707963705062866	20	45	0	4	6	8	-1	0	0	0	0
ply03a.sht	0	104	5	0	0	0	18	48	-1.5707963705062866	16	48	-50	0	0	0	0	3	0	0	0
ply03a.sht	0	160	10	0	0	0	18	48	0	16	32	-10	3	0	0	0	8	0	0	0
ply03a.sht	1	220	5	0	0	0	18	48	-1.5707963705062866	16	48	-40	0	0	0	0	3	0	0	0
ply03a.sht	1	276	6	0	0	0	18	48	0	16	32	-10	3	0	0	0	8	0	0	0
ply03a.sht	2	336	3	0	0	0	18	48	-1.5707963705062866	16	30	-40	0	0	0	0	3	0	0	0
ply03a.sht	2	392	5	0	0	0	18	48	0	16	32	-10	3	0	0	0	8	0	0	0
ply03a.sht	3	452	3	0	-8	0	18	48	-1.535889744758606	16	20	-40	0	0	0	0	3	0	0	0
ply03a.sht	3	508	3	0	8	0	18	48	-1.6057028770446777	16	20	-40	0	0	0	0	3	0	0	0
ply03a.sht	3	564	3	0	0	0	18	48	0	16	23	-10	3	0	0	0	8	0	0	0
ply03a.sht	4	624	3	0	-8	0	18	48	-1.535889744758606	16	20	-40	0	0	0	0	3	0	0	0
ply03a.sht	4	680	3	0	8	0	18	48	-1.6057028770446777	16	20	-40	0	0	0	0	3	0	0	0
ply03a.sht	4	736	10	0	0	0	18	48	-0.10471975803375244	16	23	-10	3	0	0	0	8	0	0	0
ply03a.sht	4	792	3	0	0	0	18	48	0	16	20	-10	3	0	0	0	8	0	0	0
ply03a.sht	4	848	10	0	0	0	18	48	0.10471975803375244	16	23	-10	3	0	0	0	8	0	0	0
ply03a.sht	5	908	15	0	-8	0	18	48	-1.6231561899185181	16	24	-40	0	0	0	0	3	0	0	0
ply03a.sht	5	964	3	0	-8	0	18	48	-1.535889744758606	16	21	-40	0	0	0	0	3	0	0	0
ply03a.sht	5	1020	3	0	8	0	18	48	-1.6057028770446777	16	21	-40	0	0	0	0	3	0	0	0
ply03a.sht	5	1076	15	0	8	0	18	48	-1.5184364318847656	16	24	-40	0	0	0	0	3	0	0	0
ply03a.sht	5	1132	5	0	0	0	18	48	-0.10471975803375244	16	23	-10	3	0	0	0	8	0	0	0
ply03a.sht	5	1188	3	0	0	0	18	48	0	16	20	-10	3	0	0	0	8	0	0	0
ply03a.sht	5	1244	5	0	0	0	18	48	0.10471975803375244	16	23	-10	3	0	0	0	8	0	0	0
ply03as.sht	0	104	5	0	0	0	18	18	-1.5707963705062866	12	48	0	0	0	2	0	0	0	0	0
ply03as.sht	0	160	10	0	0	0	18	18	-1.7104226350784302	12	36	0	1	0	4	-1	0	0	0	0
ply03as.sht	0	216	10	0	0	0	18	18	-1.4311699867248535	12	36	0	2	0	4	-1	0	0	0	0
ply03as.sht	1	276	5	0	0	0	18	18	-1.5707963705062866	12	48	0	0	0	2	0	0	0	0	0
ply03as.sht	1	332	6	0	0	0	18	18	-1.7104226350784302	12	32	0	1	0	4	-1	0	0	0	0
ply03as.sht	1	388	6	0	0	0	18	18	-1.4311699867248535	12	32	0	2	0	4	-1	0	0	0	0
ply03as.sht	2	448	10	0	-6	0	18	18	-1.6755161285400391	12	28	0	0	0	2	-1	0	0	0	0
ply03as.sht	2	504	5	0	0	0	18	18	-1.5707963705062866	12	32	0	0	0	2	0	0	0	0	0
ply03as.sht	2	560	10	0	6	0	18	18	-1.4660766124725342	12	28	0	0	0	2	-1	0	0	0	0
ply03as.sht	2	616	6	0	0	0	18	18	-1.7104226350784302	12	32	0	1	0	4	-1	0	0	0	0
ply03as.sht	2	672	6	0	0	0	18	18	-1.4311699867248535	12	32	0	2	0	4	-1	0	0	0	0
ply03as.sht	3	732	5	0	-6	0	18	18	-1.6755161285400391	12	24	0	0	0	2	-1	0	0	0	0
ply03as.sht	3	788	3	0	0	0	18	18	-1.5707963705062866	12	30	0	0	0	2	0	0	0	0	0
ply03as.sht	3	844	5	0	6	0	18	18	-1.4660766124725342	12	24	0	0	0	2	-1	0	0	0	0
ply03as.sht	3	900	10	0	0	0	18	18	-1.8500490188598633	12	32	0	1	0	6	-1	0	0	0	0
ply03as.sht	3	956	6	0	0	0	18	18	-1.7104226350784302	12	22	0	1	0	4	-1	0	0	0	0
ply03as.sht	3	1012	6	0	0	0	18	18	-1.4311699867248535	12	22	0	2	0	4	-1	0	0	0	0
ply03as.sht	3	1068	10	0	0	0	18	18	-1.2915436029434204	12	32	0	2	0	6	-1	0	0	0	0
ply03as.sht	4	1128	10	0	-12	0	18	18	-1.7802358865737915	12	24	0	0	0	4	-1	0	0	0	0
ply03as.sht	4	1184	5	0	-6	0	18	18	-1.6755161285400391	12	26	0	0	0	2	-1	0	0	0	0
ply03as.sht	4	1240	3	0	0	0	18	18	-1.5707963705062866	12	30	0	0	0	2	0	0	0	0	0
ply03as.sht	4	1296	5	0	6	0	18	18	-1.4660766124725342	12	26	0	0	0	2	-1	0	0	0	0
ply03as.sht	4	1352	10	0	12	0	18	18	-1.3613568544387817	12	24	0	0	0	4	-1	0	0	0	0
ply03as.sht	4	1408	6	0	0	0	18	18	-1.8500490188598633	12	22	0	1	0	6	-1	0	0	0	0
ply03as.sht	4	1464	5	0	0	0	18	18	-1.7104226350784302	12	24	0	1	0	4	-1	0	0	0	0
ply03as.sht	4	1520	5	0	0	0	18	18	-1.4311699867248535	12	24	0	2	0	4	-1	0	0	0	0
ply03as.sht	4	1576	6	0	0	0	18	18	-1.2915436029434204	12	22	0	2	0	6	-1	0	0	0	0
ply03as.sht	5	1636	6	0	-12	0	18	18	-1.7802358865737915	12	24	0	0	0	4	-1	0	0	0	0
ply03as.sht	5	1692	5	0	-6	0	18	18	-1.6755161285400391	12	26	0	0	0	2	-1	0	0	0	0
ply03as.sht	5	1748	3	0	0	0	18	18	-1.5707963705062866	12	30	0	0	0	2	0	0	0	0	0
ply03as.sht	5	1804	5	0	6	0	18	18	-1.4660766124725342	12	26	0	0	0	2	-1	0	0	0	0
ply03as.sht	5	1860	6	0	12	0	18	18	-1.3613568544387817	12	24	0	0	0	4	-1	0	0	0	0
ply03as.sht	5	1916	6	0	0	0	18	18	-1.9896754026412964	12	18	0	1	0	6	-1	0	0	0	0
ply03as.sht	5	1972	6	0	0	0	18	18	-1.8500490188598633	12	22	0	1	0	6	-1	0	0	0	0
ply03as.sht	5	2028	5	0	0	0	18	18	-1.7104226350784302	12	24	0	1	0	4	-1	0	0	0	0
ply03as.sht	5	2084	5	0	0	0	18	18	-1.4311699867248535	12	24	0	2	0	4	-1	0	0	0	0
ply03as.sht	5	2140	6	0	0	0	18	18	-1.2915436029434204	12	22	0	2	0	6	-1	0	0	0	0
ply03as.sht	5	2196	6	0	0	0	18	18	-1.1519173383712769	12	18	0	2	0	6	-1	0	0	0	0
