file	offset	object	x	y	z
stage2.std	5496	0	-192	-1280	0
stage2.std	5512	1	-192	-1280	0
stage2.std	5528	2	-192	-1280	0
stage2.std	5544	3	-192	-1280	0
stage2_s.std	2664	0	-192	10240	0
stage2_s.std	2680	0	-192	9984	0
stage2_s.std	2696	1	-192	9984	0
stage2_s.std	2712	2	-192	9984	0
stage2_s.std	2728	3	-192	9984	0
stage2_s.std	2744	0	-192	9728	0
stage2_s.std	2760	1	-192	9728	0
stage2_s.std	2776	2	-192	9728	0
stage2_s.std	2792	3	-192	9728	0
stage2_s.std	2808	0	-192	9472	0
stage2_s.std	2824	1	-192	9472	0
stage2_s.std	2840	2	-192	9472	0
stage2_s.std	2856	3	-192	9472	0
stage2_s.std	2872	0	-192	9216	0
stage2_s.std	2888	1	-192	9216	0
stage2_s.std	2904	2	-192	9216	0
stage2_s.std	2920	3	-192	9216	0
stage2_s.std	2936	0	-192	8960	0
stage2_s.std	2952	1	-192	8960	0
stage2_s.std	2968	2	-192	8960	0
stage2_s.std	2984	3	-192	8960	0
stage2_s.std	3000	0	-192	8704	0
stage2_s.std	3016	1	-192	8704	0
stage2_s.std	3032	2	-192	8704	0
stage2_s.std	3048	3	-192	8704	0
stage2_s.std	3064	0	-192	8448	0
stage2_s.std	3080	1	-192	8448	0
stage2_s.std	3096	2	-192	8448	0
stage2_s.std	3112	3	-192	8448	0
stage2_s.std	3128	0	-192	8192	0
stage2_s.std	3144	1	-192	8192	0
stage2_s.std	3160	2	-192	8192	0
stage2_s.std	3176	3	-192	8192	0
stage2_s.std	3192	0	-192	7936	0
stage2_s.std	3208	1	-192	7936	0
stage2_s.std	3224	2	-192	7936	0
stage2_s.std	3240	3	-192	7936	0
stage2_s.std	3256	0	-192	7680	0
stage2_s.std	3272	1	-192	7680	0
stage2_s.std	3288	2	-192	7680	0
stage2_s.std	3304	3	-192	7680	0
stage2_s.std	3320	0	-192	7424	0
stage2_s.std	3336	1	-192	7424	0
stage2_s.std	3352	2	-192	7424	0
stage2_s.std	3368	3	-192	7424	0
stage2_s.std	3384	0	-192	7168	0
stage2_s.std	3400	1	-192	7168	0
stage2_s.std	3416	2	-192	7168	0
stage2_s.std	3432	3	-192	7168	0
stage2_s.std	3448	0	-192	6912	0
stage2_s.std	3464	1	-192	6912	0
stage2_s.std	3480	2	-192	6912	0
stage2_s.std	3496	3	-192	6912	0
stage2_s.std	3512	0	-192	6656	0
stage2_s.std	3528	1	-192	6656	0
stage2_s.std	3544	2	-192	6656	0
stage2_s.std	3560	3	-192	6656	0
stage2_s.std	3576	0	-192	6400	0
stage2_s.std	3592	1	-192	6400	0
stage2_s.std	3608	2	-192	6400	0
stage2_s.std	3624	3	-192	6400	0
stage2_s.std	3640	0	-192	6144	0
stage2_s.std	3656	1	-192	6144	0
stage2_s.std	3672	2	-192	6144	0
stage2_s.std	3688	3	-192	6144	0
stage2_s.std	3704	0	-192	5888	0
stage2_s.std	3720	1	-192	5888	0
stage2_s.std	3736	2	-192	5888	0
stage2_s.std	3752	3	-192	5888	0
stage2_s.std	3768	0	-192	5632	0
stage2_s.std	3784	1	-192	5632	0
stage2_s.std	3800	2	-192	5632	0
stage2_s.std	3816	3	-192	5632	0
stage2_s.std	3832	0	-192	5376	0
stage2_s.std	3848	1	-192	5376	0
stage2_s.std	3864	2	-192	5376	0
stage2_s.std	3880	3	-192	5376	0
stage2_s.std	3896	0	-192	5120	0
stage2_s.std	3912	1	-192	5120	0
stage2_s.std	3928	2	-192	5120	0
stage2_s.std	3944	3	-192	5120	0
stage2_s.std	3960	0	-192	4864	0
stage2_s.std	3976	1	-192	4864	0
stage2_s.std	3992	2	-192	4864	0
stage2_s.std	4008	3	-192	4864	0
stage2_s.std	4024	0	-192	4608	0
stage2_s.std	4040	1	-192	4608	0
stage2_s.std	4056	2	-192	4608	0
stage2_s.std	4072	3	-192	4608	0
stage2_s.std	4088	0	-192	4352	0
stage2_s.std	4104	1	-192	4352	0
stage2_s.std	4120	2	-192	4352	0
stage2_s.std	4136	3	-192	4352	0
stage2_s.std	4152	0	-192	4096	0
stage2_s.std	4168	1	-192	4096	0
stage2_s.std	4184	2	-192	4096	0
stage2_s.std	4200	3	-192	4096	0
stage2_s.std	4216	0	-192	3840	0
stage2_s.std	4232	1	-192	3840	0
stage2_s.std	4248	2	-192	3840	0
stage2_s.std	4264	3	-192	3840	0
stage2_s.std	4280	0	-192	3584	0
stage2_s.std	4296	1	-192	3584	0
stage2_s.std	4312	2	-192	3584	0
stage2_s.std	4328	3	-192	3584	0
stage2_s.std	4344	0	-192	3328	0
stage2_s.std	4360	1	-192	3328	0
stage2_s.std	4376	2	-192	3328	0
stage2_s.std	4392	3	-192	3328	0
stage2_s.std	4408	0	-192	3072	0
stage2_s.std	4424	1	-192	3072	0
stage2_s.std	4440	2	-192	3072	0
stage2_s.std	4456	3	-192	3072	0
stage2_s.std	4472	0	-192	2816	0
stage2_s.std	4488	1	-192	2816	0
stage2_s.std	4504	2	-192	2816	0
stage2_s.std	4520	3	-192	2816	0
stage2_s.std	4536	0	-192	2560	0
stage2_s.std	4552	1	-192	2560	0
stage2_s.std	4568	2	-192	2560	0
stage2_s.std	4584	3	-192	2560	0
stage2_s.std	4600	0	-192	2304	0
stage2_s.std	4616	1	-192	2304	0
stage2_s.std	4632	2	-192	2304	0
stage2_s.std	4648	3	-192	2304	0
stage2_s.std	4664	0	-192	2048	0
stage2_s.std	4680	1	-192	2048	0
stage2_s.std	4696	2	-192	2048	0
stage2_s.std	4712	3	-192	2048	0
stage2_s.std	4728	0	-192	1792	0
stage2_s.std	4744	1	-192	1792	0
stage2_s.std	4760	2	-192	1792	0
stage2_s.std	4776	3	-192	1792	0
stage2_s.std	4792	0	-192	1536	0
stage2_s.std	4808	1	-192	1536	0
stage2_s.std	4824	2	-192	1536	0
stage2_s.std	4840	3	-192	1536	0
stage2_s.std	4856	0	-192	1280	0
stage2_s.std	4872	1	-192	1280	0
stage2_s.std	4888	2	-192	1280	0
stage2_s.std	4904	3	-192	1280	0
stage2_s.std	4920	0	-192	1024	0
stage2_s.std	4936	1	-192	1024	0
stage2_s.std	4952	2	-192	1024	0
stage2_s.std	4968	3	-192	1024	0
stage2_s.std	4984	0	-192	768	0
stage2_s.std	5000	1	-192	768	0
stage2_s.std	5016	2	-192	768	0
stage2_s.std	5032	3	-192	768	0
stage2_s.std	5048	0	-192	512	0
stage2_s.std	5064	1	-192	512	0
stage2_s.std	5080	2	-192	512	0
stage2_s.std	5096	3	-192	512	0
stage2_s.std	5112	0	-192	256	0
stage2_s.std	5128	1	-192	256	0
stage2_s.std	5144	2	-192	256	0
stage2_s.std	5160	3	-192	256	0
stage2_s.std	5176	0	-192	0	0
stage2_s.std	5192	1	-192	0	0
stage2_s.std	5208	2	-192	0	0
stage2_s.std	5224	3	-192	0	0
stage2_s.std	5240	0	-192	-256	0
stage2_s.std	5256	1	-192	-256	0
stage2_s.std	5272	2	-192	-256	0
stage2_s.std	5288	3	-192	-256	0
stage2_s.std	5304	0	-192	-512	0
stage2_s.std	5320	1	-192	-512	0
stage2_s.std	5336	2	-192	-512	0
stage2_s.std	5352	3	-192	-512	0
stage2_s.std	5368	0	-192	-768	0
stage2_s.std	5384	1	-192	-768	0
stage2_s.std	5400	2	-192	-768	0
stage2_s.std	5416	3	-192	-768	0
stage2_s.std	5432	0	-192	-1024	0
stage2_s.std	5448	1	-192	-1024	0
stage2_s.std	5464	2	-192	-1024	0
stage2_s.std	5480	3	-192	-1024	0
stage2_s.std	5496	0	-192	-1280	0
stage2_s.std	5512	1	-192	-1280	0
stage2_s.std	5528	2	-192	-1280	0
stage2_s.std	5544	3	-192	-1280	0
stage3.std	1352	0	-192	10240	0
stage3.std	1368	0	-192	9984	0
stage3.std	1384	0	-192	9728	0
stage3.std	1400	0	-192	9472	0
stage3.std	1416	0	-192	9216	0
stage3.std	1432	0	-192	8960	0
stage3.std	1448	0	-192	8704	0
stage3.std	1464	0	-192	8448	0
stage3.std	1480	0	-192	8192	0
stage3.std	1496	0	-192	7936	0
stage3.std	1512	0	-192	7680	0
stage3.std	1528	0	-192	7424	0
stage3.std	1544	0	-192	7168	0
stage3.std	1560	0	-192	6912	0
stage3.std	1576	0	-192	6656	0
stage3.std	1592	0	-192	6400	0
stage3.std	1608	0	-192	6144	0
stage3.std	1624	0	-192	5888	0
stage3.std	1640	0	-192	5632	0
stage3.std	1656	0	-192	5376	0
stage3.std	1672	0	-192	5120	0
stage3.std	1688	0	-192	4864	0
stage3.std	1704	0	-192	4608	0
stage3.std	1720	0	-192	4352	0
stage3.std	1736	0	-192	4096	0
stage3.std	1752	0	-192	3840	0
stage3.std	1768	0	-192	3584	0
stage3.std	1784	0	-192	3328	0
stage3.std	1800	0	-192	3072	0
stage3.std	1816	0	-192	2816	0
stage3.std	1832	1	-192	2816	-100
stage3.std	1848	0	-192	2560	0
stage3.std	1864	1	-192	2560	-100
stage3.std	1880	0	-192	2304	0
stage3.std	1896	1	-192	2304	-100
stage3.std	1912	0	-192	2048	0
stage3.std	1928	1	-192	2048	-100
stage3.std	1944	0	-192	1792	0
stage3.std	1960	1	-192	1792	-100
stage3.std	1976	0	-192	1536	0
stage3.std	1992	1	-192	1536	-100
stage3.std	2008	0	-192	1280	0
stage3.std	2024	1	-192	1280	-100
stage3.std	2040	0	-192	1024	0
stage3.std	2056	1	-192	1024	-100
stage3.std	2072	0	-192	768	0
stage3.std	2088	1	-192	768	-100
stage3.std	2104	0	-192	512	0
stage3.std	2120	1	-192	512	-100
stage3.std	2136	0	-192	256	0
stage3.std	2152	1	-192	256	-100
stage3.std	2168	0	-192	0	0
stage3.std	2184	1	-192	0	-100
stage3.std	2200	0	-192	-256	0
stage3.std	2216	1	-192	-256	-100
stage3_s.std	1352	0	-192	10240	0
stage3_s.std	1368	0	-192	9984	0
stage3_s.std	1384	0	-192	9728	0
stage3_s.std	1400	0	-192	9472	0
stage3_s.std	1416	0	-192	9216	0
stage3_s.std	1432	0	-192	8960	0
stage3_s.std	1448	0	-192	8704	0
stage3_s.std	1464	0	-192	8448	0
stage3_s.std	1480	0	-192	8192	0
stage3_s.std	1496	0	-192	7936	0
stage3_s.std	1512	0	-192	7680	0
stage3_s.std	1528	0	-192	7424	0
stage3_s.std	1544	0	-192	7168	0
stage3_s.std	1560	0	-192	6912	0
stage3_s.std	1576	0	-192	6656	0
stage3_s.std	1592	0	-192	6400	0
stage3_s.std	1608	0	-192	6144	0
stage3_s.std	1624	0	-192	5888	0
stage3_s.std	1640	0	-192	5632	0
stage3_s.std	1656	0	-192	5376	0
stage3_s.std	1672	0	-192	5120	0
stage3_s.std	1688	0	-192	4864	0
stage3_s.std	1704	0	-192	4608	0
stage3_s.std	1720	0	-192	4352	0
stage3_s.std	1736	0	-192	4096	0
stage3_s.std	1752	0	-192	3840	0
stage3_s.std	1768	0	-192	3584	0
stage3_s.std	1784	0	-192	3328	0
stage3_s.std	1800	0	-192	3072	0
stage3_s.std	1816	0	-192	2816	0
stage3_s.std	1832	1	-192	2816	-100
stage3_s.std	1848	0	-192	2560	0
stage3_s.std	1864	1	-192	2560	-100
stage3_s.std	1880	0	-192	2304	0
stage3_s.std	1896	1	-192	2304	-100
stage3_s.std	1912	0	-192	2048	0
stage3_s.std	1928	1	-192	2048	-100
stage3_s.std	1944	0	-192	1792	0
stage3_s.std	1960	1	-192	1792	-100
stage3_s.std	1976	0	-192	1536	0
stage3_s.std	1992	1	-192	1536	-100
stage3_s.std	2008	0	-192	1280	0
stage3_s.std	2024	1	-192	1280	-100
stage3_s.std	2040	0	-192	1024	0
stage3_s.std	2056	1	-192	1024	-100
stage3_s.std	2072	0	-192	768	0
stage3_s.std	2088	1	-192	768	-100
stage3_s.std	2104	0	-192	512	0
stage3_s.std	2120	1	-192	512	-100
stage3_s.std	2136	0	-192	256	0
stage3_s.std	2152	1	-192	256	-100
stage3_s.std	2168	0	-192	0	0
stage3_s.std	2184	1	-192	0	-100
stage3_s.std	2200	0	-192	-256	0
stage3_s.std	2216	1	-192	-256	-100
stage4a.std	2872	0	-192	6600	0
stage4a.std	2888	0	-192	6344	0
stage4a.std	2904	2	-192	6088	0
stage4a.std	2920	2	-192	5832	0
stage4a.std	2936	2	-192	5576	0
stage4a.std	2952	2	-192	5320	0
stage4a.std	2968	2	-192	5064	0
stage4a.std	2984	2	-192	4808	0
stage4a.std	3000	2	-192	4552	0
stage4a.std	3016	0	-192	4296	0
stage4a.std	3032	1	-192	4296	0
stage4a.std	3048	0	-192	4040	0
stage4a.std	3064	1	-192	4040	0
stage4a.std	3080	0	-192	3784	0
stage4a.std	3096	1	-192	3784	0
stage4a.std	3112	0	-192	3528	0
stage4a.std	3128	1	-192	3528	0
stage4a.std	3144	0	-192	3272	0
stage4a.std	3160	1	-192	3272	0
stage4a.std	3176	0	-192	3016	0
stage4a.std	3192	1	-192	3016	0
stage4a.std	3208	0	-192	2760	0
stage4a.std	3224	1	-192	2760	0
stage4a.std	3240	0	-192	2504	0
stage4a.std	3256	1	-192	2504	0
stage4a.std	3272	0	-192	2248	0
stage4a.std	3288	1	-192	2248	0
stage4a.std	3304	0	-192	1992	0
stage4a.std	3320	1	-192	1992	0
stage4a.std	3336	0	-192	1736	0
stage4a.std	3352	1	-192	1736	0
stage4a.std	3368	0	-192	1480	0
stage4a.std	3384	1	-192	1480	0
stage4a.std	3400	0	-192	1224	0
stage4a.std	3416	1	-192	1224	0
stage4a.std	3432	0	-192	968	0
stage4a.std	3448	1	-192	968	0
stage4a.std	3464	0	-192	712	0
stage4a.std	3480	0	320	712	0
stage4a.std	3496	1	-192	712	0
stage4a.std	3512	0	-192	456	0
stage4a.std	3528	0	320	456	0
stage4a.std	3544	1	-192	456	0
stage4a.std	3560	0	-192	200	0
stage4a.std	3576	0	320	200	0
stage4a.std	3592	1	-192	200	0
stage4a.std	3608	0	-192	-56	0
stage4a.std	3624	0	320	-56	0
stage4a.std	3640	1	-192	-56	0
stage4a_s.std	2872	0	-192	6600	0
stage4a_s.std	2888	0	-192	6344	0
stage4a_s.std	2904	2	-192	6088	0
stage4a_s.std	2920	2	-192	5832	0
stage4a_s.std	2936	2	-192	5576	0
stage4a_s.std	2952	2	-192	5320	0
stage4a_s.std	2968	2	-192	5064	0
stage4a_s.std	2984	2	-192	4808	0
stage4a_s.std	3000	2	-192	4552	0
stage4a_s.std	3016	0	-192	4296	0
stage4a_s.std	3032	1	-192	4296	0
stage4a_s.std	3048	0	-192	4040	0
stage4a_s.std	3064	1	-192	4040	0
stage4a_s.std	3080	0	-192	3784	0
stage4a_s.std	3096	1	-192	3784	0
stage4a_s.std	3112	0	-192	3528	0
stage4a_s.std	3128	1	-192	3528	0
stage4a_s.std	3144	0	-192	3272	0
stage4a_s.std	3160	1	-192	3272	0
stage4a_s.std	3176	0	-192	3016	0
stage4a_s.std	3192	1	-192	3016	0
stage4a_s.std	3208	0	-192	2760	0
stage4a_s.std	3224	1	-192	2760	0
stage4a_s.std	3240	0	-192	2504	0
stage4a_s.std	3256	1	-192	2504	0
stage4a_s.std	3272	0	-192	2248	0
stage4a_s.std	3288	1	-192	2248	0
stage4a_s.std	3304	0	-192	1992	0
stage4a_s.std	3320	1	-192	1992	0
stage4a_s.std	3336	0	-192	1736	0
stage4a_s.std	3352	1	-192	1736	0
stage4a_s.std	3368	0	-192	1480	0
stage4a_s.std	3384	1	-192	1480	0
stage4a_s.std	3400	0	-192	1224	0
stage4a_s.std	3416	1	-192	1224	0
stage4a_s.std	3432	0	-192	968	0
stage4a_s.std	3448	1	-192	968	0
stage4a_s.std	3464	0	-192	712	0
stage4a_s.std	3480	0	320	712	0
stage4a_s.std	3496	1	-192	712	0
stage4a_s.std	3512	0	-192	456	0
stage4a_s.std	3528	0	320	456	0
stage4a_s.std	3544	1	-192	456	0
stage4a_s.std	3560	0	-192	200	0
stage4a_s.std	3576	0	320	200	0
stage4a_s.std	3592	1	-192	200	0
stage4a_s.std	3608	0	-192	-56	0
stage4a_s.std	3624	0	320	-56	0
stage4a_s.std	3640	1	-192	-56	0
stage4b.std	2872	0	-192	6600	0
stage4b.std	2888	0	-192	6344	0
stage4b.std	2904	2	-192	6088	0
stage4b.std	2920	2	-192	5832	0
stage4b.std	2936	2	-192	5576	0
stage4b.std	2952	2	-192	5320	0
stage4b.std	2968	2	-192	5064	0
stage4b.std	2984	2	-192	4808	0
stage4b.std	3000	2	-192	4552	0
stage4b.std	3016	0	-192	4296	0
stage4b.std	3032	1	-192	4296	0
