file	timeline	start	mask	status	frames	pc	offset	opcode	time	fraction	pending_token
ecldata4a.ecl	1	47868	2	REQUIRES_CONTEXT	20	0	47868	13	20	0	0
ecldata4a.ecl	1	47868	4	REQUIRES_CONTEXT	20	0	47868	13	20	0	0
ecldata4a.ecl	1	47868	8	REQUIRES_CONTEXT	20	0	47868	13	20	0	0
ecldata4a.ecl	1	47868	16	REQUIRES_CONTEXT	20	0	47868	13	20	0	0
ecldata4asp.ecl	0	41752	1	REQUIRES_CONTEXT	1	0	41752	0	1	0	0
ecldata4asp.ecl	0	41752	2	REQUIRES_CONTEXT	1	0	41752	0	1	0	0
ecldata4asp.ecl	0	41752	4	REQUIRES_CONTEXT	1	0	41752	0	1	0	0
ecldata4asp.ecl	0	41752	8	REQUIRES_CONTEXT	1	0	41752	0	1	0	0
ecldata4asp.ecl	0	41752	16	REQUIRES_CONTEXT	1	0	41752	0	1	0	0
ecldata4b.ecl	0	50488	1	REQUIRES_CONTEXT	1	0	50488	0	1	0	0
ecldata4b.ecl	0	50488	2	REQUIRES_CONTEXT	1	0	50488	0	1	0	0
ecldata4b.ecl	0	50488	4	REQUIRES_CONTEXT	1	0	50488	0	1	0	0
ecldata4b.ecl	0	50488	8	REQUIRES_CONTEXT	1	0	50488	0	1	0	0
ecldata4b.ecl	0	50488	16	REQUIRES_CONTEXT	1	0	50488	0	1	0	0
ecldata4b.ecl	1	56704	1	REQUIRES_CONTEXT	20	0	56704	13	20	0	0
ecldata4b.ecl	1	56704	2	REQUIRES_CONTEXT	20	0	56704	13	20	0	0
ecldata4b.ecl	1	56704	4	REQUIRES_CONTEXT	20	0	56704	13	20	0	0
ecldata4b.ecl	1	56704	8	REQUIRES_CONTEXT	20	0	56704	13	20	0	0
ecldata4b.ecl	1	56704	16	REQUIRES_CONTEXT	20	0	56704	13	20	0	0
ecldata4bsp.ecl	0	50124	1	REQUIRES_CONTEXT	1	0	50124	0	1	0	0
ecldata4bsp.ecl	0	50124	2	REQUIRES_CONTEXT	1	0	50124	0	1	0	0
ecldata4bsp.ecl	0	50124	4	REQUIRES_CONTEXT	1	0	50124	0	1	0	0
ecldata4bsp.ecl	0	50124	8	REQUIRES_CONTEXT	1	0	50124	0	1	0	0
ecldata4bsp.ecl	0	50124	16	REQUIRES_CONTEXT	1	0	50124	0	1	0	0
ecldata5.ecl	0	42612	1	REQUIRES_CONTEXT	260	0	42612	0	260	0	0
ecldata5.ecl	0	42612	2	REQUIRES_CONTEXT	260	0	42612	0	260	0	0
ecldata5.ecl	0	42612	4	REQUIRES_CONTEXT	260	0	42612	0	260	0	0
ecldata5.ecl	0	42612	8	REQUIRES_CONTEXT	260	0	42612	0	260	0	0
ecldata5.ecl	0	42612	16	REQUIRES_CONTEXT	260	0	42612	0	260	0	0
ecldata5sp.ecl	0	31060	1	REQUIRES_CONTEXT	1	0	31060	0	1	0	0
ecldata5sp.ecl	0	31060	2	REQUIRES_CONTEXT	1	0	31060	0	1	0	0
ecldata5sp.ecl	0	31060	4	REQUIRES_CONTEXT	1	0	31060	0	1	0	0
ecldata5sp.ecl	0	31060	8	REQUIRES_CONTEXT	1	0	31060	0	1	0	0
ecldata5sp.ecl	0	31060	16	REQUIRES_CONTEXT	1	0	31060	0	1	0	0
ecldata6.ecl	0	50932	1	REQUIRES_CONTEXT	260	0	50932	0	260	0	0
ecldata6.ecl	0	50932	2	REQUIRES_CONTEXT	260	0	50932	0	260	0	0
ecldata6.ecl	0	50932	4	REQUIRES_CONTEXT	260	0	50932	0	260	0	0
ecldata6.ecl	0	50932	8	REQUIRES_CONTEXT	260	0	50932	0	260	0	0
ecldata6.ecl	0	50932	16	REQUIRES_CONTEXT	260	0	50932	0	260	0	0
ecldata6sp.ecl	0	50720	1	REQUIRES_CONTEXT	1	0	50720	0	1	0	0
ecldata6sp.ecl	0	50720	2	REQUIRES_CONTEXT	1	0	50720	0	1	0	0
ecldata6sp.ecl	0	50720	4	REQUIRES_CONTEXT	1	0	50720	0	1	0	0
ecldata6sp.ecl	0	50720	8	REQUIRES_CONTEXT	1	0	50720	0	1	0	0
ecldata6sp.ecl	0	50720	16	REQUIRES_CONTEXT	1	0	50720	0	1	0	0
ecldata7.ecl	0	66340	1	REQUIRES_CONTEXT	260	0	66340	1	260	0	0
ecldata7.ecl	0	66340	2	REQUIRES_CONTEXT	260	0	66340	1	260	0	0
ecldata7.ecl	0	66340	4	REQUIRES_CONTEXT	260	0	66340	1	260	0	0
ecldata7.ecl	0	66340	8	REQUIRES_CONTEXT	260	0	66340	1	260	0	0
ecldata7.ecl	0	66340	16	REQUIRES_CONTEXT	260	0	66340	1	260	0	0
ecldata7sp.ecl	0	70684	1	REQUIRES_CONTEXT	1	0	70684	0	1	0	0
ecldata7sp.ecl	0	70684	2	REQUIRES_CONTEXT	1	0	70684	0	1	0	0
ecldata7sp.ecl	0	70684	4	REQUIRES_CONTEXT	1	0	70684	0	1	0	0
ecldata7sp.ecl	0	70684	8	REQUIRES_CONTEXT	1	0	70684	0	1	0	0
ecldata7sp.ecl	0	70684	16	REQUIRES_CONTEXT	1	0	70684	0	1	0	0
ecldata8.ecl	0	75076	1	REQUIRES_CONTEXT	400	0	75076	0	400	0	0
ecldata8.ecl	0	75076	2	REQUIRES_CONTEXT	400	0	75076	0	400	0	0
ecldata8.ecl	0	75076	4	REQUIRES_CONTEXT	400	0	75076	0	400	0	0
ecldata8.ecl	0	75076	8	REQUIRES_CONTEXT	400	0	75076	0	400	0	0
ecldata8.ecl	0	75076	16	REQUIRES_CONTEXT	400	0	75076	0	400	0	0
ecldata8.ecl	1	86876	1	REQUIRES_CONTEXT	20	0	86876	13	20	0	0
ecldata8.ecl	1	86876	2	REQUIRES_CONTEXT	20	0	86876	13	20	0	0
ecldata8.ecl	1	86876	4	REQUIRES_CONTEXT	20	0	86876	13	20	0	0
ecldata8.ecl	1	86876	8	REQUIRES_CONTEXT	20	0	86876	13	20	0	0
ecldata8.ecl	1	86876	16	REQUIRES_CONTEXT	20	0	86876	13	20	0	0
ecldata8sp.ecl	0	74332	1	REQUIRES_CONTEXT	1	0	74332	0	1	0	0
ecldata8sp.ecl	0	74332	2	REQUIRES_CONTEXT	1	0	74332	0	1	0	0
ecldata8sp.ecl	0	74332	4	REQUIRES_CONTEXT	1	0	74332	0	1	0	0
ecldata8sp.ecl	0	74332	8	REQUIRES_CONTEXT	1	0	74332	0	1	0	0
ecldata8sp.ecl	0	74332	16	REQUIRES_CONTEXT	1	0	74332	0	1	0	0
ecldata_al.ecl	0	6740	1	REQUIRES_CONTEXT	1	0	6740	0	1	0	0
ecldata_al.ecl	0	6740	2	REQUIRES_CONTEXT	1	0	6740	0	1	0	0
ecldata_al.ecl	0	6740	4	REQUIRES_CONTEXT	1	0	6740	0	1	0	0
ecldata_al.ecl	0	6740	8	REQUIRES_CONTEXT	1	0	6740	0	1	0	0
ecldata_al.ecl	0	6740	16	REQUIRES_CONTEXT	1	0	6740	0	1	0	0
ecldata_rm.ecl	0	5800	1	REQUIRES_CONTEXT	1	0	5800	0	1	0	0
ecldata_rm.ecl	0	5800	2	REQUIRES_CONTEXT	1	0	5800	0	1	0	0
ecldata_rm.ecl	0	5800	4	REQUIRES_CONTEXT	1	0	5800	0	1	0	0
ecldata_rm.ecl	0	5800	8	REQUIRES_CONTEXT	1	0	5800	0	1	0	0
ecldata_rm.ecl	0	5800	16	REQUIRES_CONTEXT	1	0	5800	0	1	0	0
ecldata_sk.ecl	0	6088	1	REQUIRES_CONTEXT	1	0	6088	0	1	0	0
ecldata_sk.ecl	0	6088	2	REQUIRES_CONTEXT	1	0	6088	0	1	0	0
ecldata_sk.ecl	0	6088	4	REQUIRES_CONTEXT	1	0	6088	0	1	0	0
ecldata_sk.ecl	0	6088	8	REQUIRES_CONTEXT	1	0	6088	0	1	0	0
ecldata_sk.ecl	0	6088	16	REQUIRES_CONTEXT	1	0	6088	0	1	0	0
ecldata_yk.ecl	0	24288	1	REQUIRES_CONTEXT	1	0	24288	0	1	0	0
ecldata_yk.ecl	0	24288	2	REQUIRES_CONTEXT	1	0	24288	0	1	0	0
ecldata_yk.ecl	0	24288	4	REQUIRES_CONTEXT	1	0	24288	0	1	0	0
ecldata_yk.ecl	0	24288	8	REQUIRES_CONTEXT	1	0	24288	0	1	0	0
ecldata_yk.ecl	0	24288	16	REQUIRES_CONTEXT	1	0	24288	0	1	0	0
ecldata_ym.ecl	0	7368	1	REQUIRES_CONTEXT	1	0	7368	0	1	0	0
ecldata_ym.ecl	0	7368	2	REQUIRES_CONTEXT	1	0	7368	0	1	0	0
ecldata_ym.ecl	0	7368	4	REQUIRES_CONTEXT	1	0	7368	0	1	0	0
ecldata_ym.ecl	0	7368	8	REQUIRES_CONTEXT	1	0	7368	0	1	0	0
ecldata_ym.ecl	0	7368	16	REQUIRES_CONTEXT	1	0	7368	0	1	0	0
ecldata_yy.ecl	0	9476	1	REQUIRES_CONTEXT	1	0	9476	0	1	0	0
ecldata_yy.ecl	0	9476	2	REQUIRES_CONTEXT	1	0	9476	0	1	0	0
ecldata_yy.ecl	0	9476	4	REQUIRES_CONTEXT	1	0	9476	0	1	0	0
ecldata_yy.ecl	0	9476	8	REQUIRES_CONTEXT	1	0	9476	0	1	0	0
ecldata_yy.ecl	0	9476	16	REQUIRES_CONTEXT	1	0	9476	0	1	0	0
